forestfireid,countryid,elementid,itemid,fireyear,burntarea
17346,233,7246,6760,2011,0
17347,233,7246,6760,2012,0
17348,233,7246,6760,2013,366.863
17349,233,7246,6760,2014,0
17350,233,7246,6760,2015,21.5821
17351,233,7246,6760,2016,0
17352,233,7246,6760,2017,0
17353,233,7246,6760,2018,21.5779
17354,233,7246,6760,2019,0
17355,233,7246,6760,2020,0
17356,233,7246,6760,2021,0
17357,233,7246,6789,1992,333.0763
17358,233,7246,6789,1993,333.0763
17359,233,7246,6789,1994,333.0763
17360,233,7246,6789,1995,333.0763
17361,233,7246,6789,1996,23.0973
17362,233,7246,6789,1997,12.6642
17363,233,7246,6789,1998,13.2672
17364,233,7246,6789,1999,12.9372
17365,233,7246,6789,2000,9.0015
17366,233,7246,6789,2001,0
17367,233,7246,6789,2002,1230.1434
17368,233,7246,6789,2003,2848.3348
17369,233,7246,6789,2004,1100.5564
17370,233,7246,6789,2005,0
17371,233,7246,6789,2006,1575.536
17372,233,7246,6789,2007,64.7502
17373,233,7246,6789,2008,561.146
17374,233,7246,6789,2009,0
17375,233,7246,6789,2010,43.1627
17376,233,7246,6789,2011,0
17377,233,7246,6789,2012,86.3288
17378,233,7246,6789,2013,625.838
17379,233,7246,6789,2014,0
17380,233,7246,6789,2015,215.8209
17381,233,7246,6789,2016,0
17382,233,7246,6789,2017,0
17383,233,7246,6789,2018,86.3277
17384,233,7246,6789,2019,43.1602
17385,233,7246,6789,2020,64.7475
17386,233,7246,6789,2021,43.1645
17387,233,7246,6993,1992,0
17388,233,7246,6993,1993,0
17389,233,7246,6993,1994,0
17390,233,7246,6993,1995,0
17391,233,7246,6993,1996,0
17392,233,7246,6993,1997,0
17393,233,7246,6993,1998,0
17394,233,7246,6993,1999,0
17395,233,7246,6993,2000,0
17396,233,7246,6993,2001,0
17397,233,7246,6993,2002,0
17398,233,7246,6993,2003,0
17399,233,7246,6993,2004,0
17400,233,7246,6993,2005,0
17401,233,7246,6993,2006,0
17402,233,7246,6993,2007,0
17403,233,7246,6993,2008,0
17404,233,7246,6993,2009,0
17405,233,7246,6993,2010,0
17406,233,7246,6993,2011,0
17407,233,7246,6993,2012,0
17408,233,7246,6993,2013,0
17409,233,7246,6993,2014,0
17410,233,7246,6993,2015,0
17411,233,7246,6993,2016,0
17412,233,7246,6993,2017,0
17413,233,7246,6993,2018,0
17414,233,7246,6993,2019,0
17415,233,7246,6993,2020,0
17416,233,7246,6993,2021,0
17417,748,7246,6796,1990,0
17418,748,7246,6796,1991,0
17419,748,7246,6796,1992,0
17420,748,7246,6796,1993,0
17421,748,7246,6796,1994,0
17422,748,7246,6796,1995,0
17423,748,7246,6796,1996,0
17424,748,7246,6796,1997,0
17425,748,7246,6796,1998,0
17426,748,7246,6796,1999,0
17427,748,7246,6796,2000,0
17428,748,7246,6796,2001,0
17429,748,7246,6796,2002,0
17430,748,7246,6796,2003,0
17431,748,7246,6796,2004,0
17432,748,7246,6796,2005,0
17433,748,7246,6796,2006,0
17434,748,7246,6796,2007,0
17435,748,7246,6796,2008,0
17436,748,7246,6796,2009,0
17437,748,7246,6796,2010,0
17438,748,7246,6796,2011,0
17439,748,7246,6796,2012,0
17440,748,7246,6796,2013,0
17441,748,7246,6796,2014,0
17442,748,7246,6796,2015,0
17443,748,7246,6796,2016,0
17444,748,7246,6796,2017,0
17445,748,7246,6796,2018,0
17446,748,7246,6796,2019,0
17447,748,7246,6796,2020,0
17448,748,7246,6796,2021,0
17449,748,7246,6797,1990,4732.894
17450,748,7246,6797,1991,4732.894
17451,748,7246,6797,1992,4732.894
17452,748,7246,6797,1993,4732.894
17453,748,7246,6797,1994,4732.894
17454,748,7246,6797,1995,4732.894
17455,748,7246,6797,1996,8177.2656
17456,748,7246,6797,1997,5498.7491
17457,748,7246,6797,1998,11216.7049
17458,748,7246,6797,1999,7549.676
17459,748,7246,6797,2000,4545.2573
17460,748,7246,6797,2001,1864.1197
17461,748,7246,6797,2002,985.6134
17462,748,7246,6797,2003,3685.2158
17463,748,7246,6797,2004,3342.3987
17464,748,7246,6797,2005,2271.1123
17465,748,7246,6797,2006,664.1793
17466,748,7246,6797,2007,22817.7832
17467,748,7246,6797,2008,14141.6417
17468,748,7246,6797,2009,1285.5317
17469,748,7246,6797,2010,4499.5119
17470,748,7246,6797,2011,4735.1501
17471,748,7246,6797,2012,3471.0166
17472,748,7246,6797,2013,3578.0974
17473,748,7246,6797,2014,3213.8062
17474,748,7246,6797,2015,1735.4355
17475,748,7246,6797,2016,2485.2945
17476,748,7246,6797,2017,1242.7192
17477,748,7246,6797,2018,707.0482
17478,748,7246,6797,2019,5742.2977
17479,748,7246,6797,2020,1264.1412
17480,748,7246,6797,2021,2335.4772
17481,748,7246,6791,1990,343.4397
17482,748,7246,6791,1991,343.4397
17483,748,7246,6791,1992,343.4397
17484,748,7246,6791,1993,343.4397
17485,748,7246,6791,1994,343.4397
17486,748,7246,6791,1995,343.4397
17487,748,7246,6791,1996,377.1541
17488,748,7246,6791,1997,388.4385
17489,748,7246,6791,1998,1016.3341
17490,748,7246,6791,1999,288.6177
17491,748,7246,6791,2000,1502.411
17492,748,7246,6791,2001,492.7986
17493,748,7246,6791,2002,1328.3972
17494,748,7246,6791,2003,214.2592
17495,748,7246,6791,2004,42.8523
17496,748,7246,6791,2005,535.6463
17497,748,7246,6791,2006,235.6827
17498,748,7246,6791,2007,342.8133
17499,748,7246,6791,2008,85.7058
17500,748,7246,6791,2009,21.4264
17501,748,7246,6791,2010,964.1629
17502,748,7246,6791,2011,514.221
17503,748,7246,6791,2012,64.2795
17504,748,7246,6791,2013,278.5371
17505,748,7246,6791,2014,42.8554
17506,748,7246,6791,2015,0
17507,748,7246,6791,2016,0
17508,748,7246,6791,2017,149.987
17509,748,7246,6791,2018,21.4259
17510,748,7246,6791,2019,21.4265
17511,748,7246,6791,2020,0
17512,748,7246,6791,2021,0
17513,748,7246,6794,1990,32955.9048
17514,748,7246,6794,1991,32955.9048
17515,748,7246,6794,1992,32955.9048
17516,748,7246,6794,1993,32955.9048
17517,748,7246,6794,1994,32955.9048
17518,748,7246,6794,1995,32955.9048
17519,748,7246,6794,1996,5150.5263
17520,748,7246,6794,1997,7034.8325
17521,748,7246,6794,1998,4574.4036
17522,748,7246,6794,1999,4369.8128
17523,748,7246,6794,2000,4834.4297
17524,748,7246,6794,2001,27512.2886
17525,748,7246,6794,2002,48017.8053
17526,748,7246,6794,2003,42874.4866
17527,748,7246,6794,2004,36274.855
17528,748,7246,6794,2005,45960.5846
17529,748,7246,6794,2006,20355.5551
17530,748,7246,6794,2007,66144.6267
17531,748,7246,6794,2008,60701.9557
17532,748,7246,6794,2009,28775.7653
17533,748,7246,6794,2010,59545.8661
17534,748,7246,6794,2011,37968.2587
17535,748,7246,6794,2012,42939.3328
17536,748,7246,6794,2013,47118.1922
17537,748,7246,6794,2014,52795.6858
17538,748,7246,6794,2015,24576.1294
17539,748,7246,6794,2016,17698.084
17540,748,7246,6794,2017,20719.6825
17541,748,7246,6794,2018,21276.7994
17542,748,7246,6794,2019,66017.5441
17543,748,7246,6794,2020,25497.6571
17544,748,7246,6794,2021,38118.3661
17545,748,7246,6792,1990,3061.8015
17546,748,7246,6792,1991,3061.8015
17547,748,7246,6792,1992,3061.8015
17548,748,7246,6792,1993,3061.8015
17549,748,7246,6792,1994,3061.8015
17550,748,7246,6792,1995,3061.8015
17551,748,7246,6792,1996,124.8684
17552,748,7246,6792,1997,113.2419
17553,748,7246,6792,1998,2920.0808
17554,748,7246,6792,1999,55.6011
17555,748,7246,6792,2000,89.3692
17556,748,7246,6792,2001,3385.4245
17557,748,7246,6792,2002,8378.0087
17558,748,7246,6792,2003,6021.0967
17559,748,7246,6792,2004,2721.2852
17560,748,7246,6792,2005,7113.7719
17561,748,7246,6792,2006,921.3863
17562,748,7246,6792,2007,9663.9571
17563,748,7246,6792,2008,5056.9607
17564,748,7246,6792,2009,1242.79
17565,748,7246,6792,2010,5164.185
17566,748,7246,6792,2011,4221.2258
17567,748,7246,6792,2012,3535.6258
17568,748,7246,6792,2013,3942.7924
17569,748,7246,6792,2014,4456.9349
17570,748,7246,6792,2015,1349.9277
17571,748,7246,6792,2016,642.8047
17572,748,7246,6792,2017,1799.943
17573,748,7246,6792,2018,557.1366
17574,748,7246,6792,2019,4285.5958
17575,748,7246,6792,2020,342.8407
17576,748,7246,6792,2021,1499.9832
17577,748,7246,6760,1990,15893.6215
17578,748,7246,6760,1991,15893.6215
17579,748,7246,6760,1992,15893.6215
17580,748,7246,6760,1993,15893.6215
17581,748,7246,6760,1994,15893.6215
17582,748,7246,6760,1995,15893.6215
17583,748,7246,6760,1996,27951.4269
17584,748,7246,6760,1997,18150.4106
17585,748,7246,6760,1998,36003.1392
17586,748,7246,6760,1999,23810.8921
17587,748,7246,6760,2000,12536.995
17588,748,7246,6760,2001,5185.0114
17589,748,7246,6760,2002,8634.7221
17590,748,7246,6760,2003,7092
17591,748,7246,6760,2004,9641.7601
17592,748,7246,6760,2005,11141.4688
17593,748,7246,6760,2006,4392.3134
17594,748,7246,6760,2007,27403.8004
17595,748,7246,6760,2008,20269.1004
17596,748,7246,6760,2009,10734.4178
17597,748,7246,6760,2010,23097.5118
17598,748,7246,6760,2011,22219.0726
17599,748,7246,6760,2012,23204.4784
17600,748,7246,6760,2013,21469.0459
17601,748,7246,6760,2014,17847.9798
17602,748,7246,6760,2015,6577.7549
17603,748,7246,6760,2016,3642.3362
17604,748,7246,6760,2017,9470.264
17605,748,7246,6760,2018,10134.9147
17606,748,7246,6760,2019,26911.9252
17607,748,7246,6760,2020,9663.1152
17608,748,7246,6760,2021,16048.3017
17609,748,7246,6789,1990,6111.2048
17610,748,7246,6789,1991,6111.2048
17611,748,7246,6789,1992,6111.2048
17612,748,7246,6789,1993,6111.2048
17613,748,7246,6789,1994,6111.2048
17614,748,7246,6789,1995,6111.2048
17615,748,7246,6789,1996,23200.7413
17616,748,7246,6789,1997,25113.2238
17617,748,7246,6789,1998,34586.6858
17618,748,7246,6789,1999,24121.1985
17619,748,7246,6789,2000,15273.857
17620,748,7246,6789,2001,1007.018
17621,748,7246,6789,2002,2378.2424
17622,748,7246,6789,2003,2356.8524
17623,748,7246,6789,2004,1649.7877
17624,748,7246,6789,2005,1414.0865
17625,748,7246,6789,2006,1049.8578
17626,748,7246,6789,2007,4435.1747
17627,748,7246,6789,2008,4071.1055
17628,748,7246,6789,2009,1199.839
17629,748,7246,6789,2010,942.7442
17630,748,7246,6789,2011,1435.5427
17631,748,7246,6789,2012,1606.9394
17632,748,7246,6789,2013,1478.3737
17633,748,7246,6789,2014,1649.824
17634,748,7246,6789,2015,749.904
17635,748,7246,6789,2016,792.7358
17636,748,7246,6789,2017,985.5877
17637,748,7246,6789,2018,1135.5633
17638,748,7246,6789,2019,2763.9995
17639,748,7246,6789,2020,1649.7957
17640,748,7246,6789,2021,1842.6445
17641,748,7246,6993,1990,0
17642,748,7246,6993,1991,0
17643,748,7246,6993,1992,0
17644,748,7246,6993,1993,0
17645,748,7246,6993,1994,0
17646,748,7246,6993,1995,0
17647,748,7246,6993,1996,0
17648,748,7246,6993,1997,0
17649,748,7246,6993,1998,0
17650,748,7246,6993,1999,0
17651,748,7246,6993,2000,0
17652,748,7246,6993,2001,0
17653,748,7246,6993,2002,0
17654,748,7246,6993,2003,0
17655,748,7246,6993,2004,0
17656,748,7246,6993,2005,0
17657,748,7246,6993,2006,0
17658,748,7246,6993,2007,0
17659,748,7246,6993,2008,0
17660,748,7246,6993,2009,0
17661,748,7246,6993,2010,0
17662,748,7246,6993,2011,0
17663,748,7246,6993,2012,0
17664,748,7246,6993,2013,0
17665,748,7246,6993,2014,0
17666,748,7246,6993,2015,0
17667,748,7246,6993,2016,0
17668,748,7246,6993,2017,0
17669,748,7246,6993,2018,0
17670,748,7246,6993,2019,0
17671,748,7246,6993,2020,0
17672,748,7246,6993,2021,0
17673,231,7246,6796,1993,60317.3879
17674,231,7246,6796,1994,60317.3879
17675,231,7246,6796,1995,60317.3879
17676,231,7246,6796,1996,735.5655
17677,231,7246,6796,1997,17086.168
17678,231,7246,6796,1998,12723.1543
17679,231,7246,6796,1999,31764.4234
17680,231,7246,6796,2000,33509.6295
17681,231,7246,6796,2001,43903.2223
17682,231,7246,6796,2002,70749.9775
17683,231,7246,6796,2003,91098.0279
17684,231,7246,6796,2004,78765.1744
17685,231,7246,6796,2005,98215.9072
17686,231,7246,6796,2006,60938.8267
17687,231,7246,6796,2007,89944.437
17688,231,7246,6796,2008,66710.0233
17689,231,7246,6796,2009,46917.6089
17690,231,7246,6796,2010,92316.6052
17691,231,7246,6796,2011,93086.3352
17692,231,7246,6796,2012,91953.2562
17693,231,7246,6796,2013,62457.0022
17694,231,7246,6796,2014,70621.6985
17695,231,7246,6796,2015,57989.4781
17696,231,7246,6796,2016,62734.6475
17697,231,7246,6796,2017,77376.0059
17698,231,7246,6796,2018,55616.7237
17699,231,7246,6796,2019,66667.4423
17700,231,7246,6796,2020,37513.4982
17701,231,7246,6796,2021,56857.2462
17702,231,7246,6797,1993,137210.7813
17703,231,7246,6797,1994,137210.7813
17704,231,7246,6797,1995,137210.7813
17705,231,7246,6797,1996,71534.274
17706,231,7246,6797,1997,202997.7808
17707,231,7246,6797,1998,194437.4328
17708,231,7246,6797,1999,272705.9305
17709,231,7246,6797,2000,206903.0764
17710,231,7246,6797,2001,100306.3756
17711,231,7246,6797,2002,103469.2909
17712,231,7246,6797,2003,136196.9661
17713,231,7246,6797,2004,139810.8885
17714,231,7246,6797,2005,149859.8523
17715,231,7246,6797,2006,163283.8924
17716,231,7246,6797,2007,160717.4566
17717,231,7246,6797,2008,130511.7715
17718,231,7246,6797,2009,81064.9224
17719,231,7246,6797,2010,115972.7765
17720,231,7246,6797,2011,122278.9098
17721,231,7246,6797,2012,133864.5229
17722,231,7246,6797,2013,107443.1307
17723,231,7246,6797,2014,102717.442
17724,231,7246,6797,2015,100965.653
17725,231,7246,6797,2016,101607.8266
17726,231,7246,6797,2017,93696.5853
17727,231,7246,6797,2018,73325.6555
17728,231,7246,6797,2019,123307.403
17729,231,7246,6797,2020,205957.4807
17730,231,7246,6797,2021,172543.0177
17731,231,7246,6791,1993,8878.2098
17732,231,7246,6791,1994,8878.2098
17733,231,7246,6791,1995,8878.2098
17734,231,7246,6791,1996,24137.7946
17735,231,7246,6791,1997,25698.2094
17736,231,7246,6791,1998,50651.1269
17737,231,7246,6791,1999,34408.895
17738,231,7246,6791,2000,28828.1576
17739,231,7246,6791,2001,897.6305
17740,231,7246,6791,2002,3034.8949
17741,231,7246,6791,2003,1645.7087
17742,231,7246,6791,2004,3761.512
17743,231,7246,6791,2005,4872.8285
17744,231,7246,6791,2006,1025.886
17745,231,7246,6791,2007,1367.8367
17746,231,7246,6791,2008,10258.7157
17747,231,7246,6791,2009,4958.3595
17748,231,7246,6791,2010,3120.3934
17749,231,7246,6791,2011,8484.7578
17750,231,7246,6791,2012,1838.0177
17751,231,7246,6791,2013,3376.8108
17752,231,7246,6791,2014,2949.4045
17753,231,7246,6791,2015,2543.4255
17754,231,7246,6791,2016,1773.884
17755,231,7246,6791,2017,2137.2543
17756,231,7246,6791,2018,1239.643
17757,231,7246,6791,2019,1602.9187
17758,231,7246,6791,2020,4509.5702
17759,231,7246,6791,2021,1709.8186
17760,231,7246,6794,1993,860303.8376
17761,231,7246,6794,1994,860303.8376
17762,231,7246,6794,1995,860303.8376
17763,231,7246,6794,1996,246222.8827
17764,231,7246,6794,1997,253261.9915
17765,231,7246,6794,1998,351722.5251
17766,231,7246,6794,1999,327091.0182
17767,231,7246,6794,2000,222400.81
17768,231,7246,6794,2001,740228.303
17769,231,7246,6794,2002,1071744.859
17770,231,7246,6794,2003,1050561.126
17771,231,7246,6794,2004,1046452.788
17772,231,7246,6794,2005,1163396.465
17773,231,7246,6794,2006,895877.8301
17774,231,7246,6794,2007,1220390.483
17775,231,7246,6794,2008,1038317.451
17776,231,7246,6794,2009,1076752.686
17777,231,7246,6794,2010,1057614.778
17778,231,7246,6794,2011,957633.7559
17779,231,7246,6794,2012,1226363.826
17780,231,7246,6794,2013,1131998.551
17781,231,7246,6794,2014,888515.4791
17782,231,7246,6794,2015,1017130.844
17783,231,7246,6794,2016,928071.7827
17784,231,7246,6794,2017,785973.3494
17785,231,7246,6794,2018,773562.6336
17786,231,7246,6794,2019,874335.4707
17787,231,7246,6794,2020,1001348.454
17788,231,7246,6794,2021,1020929.634
17789,231,7246,6792,1993,11376.8229
17790,231,7246,6792,1994,11376.8229
17791,231,7246,6792,1995,11376.8229
17792,231,7246,6792,1996,30165.4852
17793,231,7246,6792,1997,39372.1505
17794,231,7246,6792,1998,75613.7356
17795,231,7246,6792,1999,43668.9138
17796,231,7246,6792,2000,56211.8196
17797,231,7246,6792,2001,855.2262
17798,231,7246,6792,2002,342.0324
17799,231,7246,6792,2003,106.8645
17800,231,7246,6792,2004,213.8118
17801,231,7246,6792,2005,106.8742
17802,231,7246,6792,2006,64.1262
17803,231,7246,6792,2007,9682.1092
17804,231,7246,6792,2008,1517.9163
17805,231,7246,6792,2009,42.7455
17806,231,7246,6792,2010,213.7585
17807,231,7246,6792,2011,3378.6014
17808,231,7246,6792,2012,1175.4502
17809,231,7246,6792,2013,1004.6401
17810,231,7246,6792,2014,2629.0259
17811,231,7246,6792,2015,2094.6034
17812,231,7246,6792,2016,1004.746
17813,231,7246,6792,2017,427.5317
17814,231,7246,6792,2018,4830.3936
17815,231,7246,6792,2019,1132.8119
17816,231,7246,6792,2020,10772.4642
17817,231,7246,6792,2021,9169.5585
17818,231,7246,6760,1993,3434903.028
17819,231,7246,6760,1994,3434903.028
17820,231,7246,6760,1995,3434903.028
17821,231,7246,6760,1996,2140200.502
17822,231,7246,6760,1997,2203817.371
17823,231,7246,6760,1998,3072490.037
17824,231,7246,6760,1999,3028722.827
17825,231,7246,6760,2000,3020114.861
17826,231,7246,6760,2001,3479151.878
17827,231,7246,6760,2002,4699284.069
17828,231,7246,6760,2003,3831015.964
17829,231,7246,6760,2004,4235833.668
17830,231,7246,6760,2005,4727759.069
17831,231,7246,6760,2006,3486728.456
17832,231,7246,6760,2007,4351557.064
17833,231,7246,6760,2008,3479712.699
17834,231,7246,6760,2009,3696217.37
17835,231,7246,6760,2010,3264564.919
17836,231,7246,6760,2011,3448958.758
17837,231,7246,6760,2012,3844013.89
17838,231,7246,6760,2013,3655705.893
17839,231,7246,6760,2014,3484044.792
17840,231,7246,6760,2015,4003348.091
17841,231,7246,6760,2016,3672961.955
17842,231,7246,6760,2017,3276543.863
17843,231,7246,6760,2018,2521768.815
17844,231,7246,6760,2019,2888037.496
17845,231,7246,6760,2020,2732356.498
17846,231,7246,6760,2021,3062567.916
17847,231,7246,6789,1993,511159.9801
17848,231,7246,6789,1994,511159.9801
17849,231,7246,6789,1995,511159.9801
17850,231,7246,6789,1996,2750038.597
17851,231,7246,6789,1997,2464112.432
17852,231,7246,6789,1998,2606124.895
17853,231,7246,6789,1999,2831585.813
17854,231,7246,6789,2000,2520054.689
17855,231,7246,6789,2001,1474.8835
17856,231,7246,6789,2002,1325.2489
17857,231,7246,6789,2003,4424.5292
17858,231,7246,6789,2004,3313.0826
17859,231,7246,6789,2005,6326.8789
17860,231,7246,6789,2006,5728.4718
17861,231,7246,6789,2007,2906.9405
17862,231,7246,6789,2008,3633.588
17863,231,7246,6789,2009,1410.6875
17864,231,7246,6789,2010,3377.2256
17865,231,7246,6789,2011,5941.9737
17866,231,7246,6789,2012,6091.6915
17867,231,7246,6789,2013,2094.6697
17868,231,7246,6789,2014,8741.8771
17869,231,7246,6789,2015,6348.2459
17870,231,7246,6789,2016,3740.5306
17871,231,7246,6789,2017,14363.6137
17872,231,7246,6789,2018,5942.0734
17873,231,7246,6789,2019,6647.3782
17874,231,7246,6789,2020,3826.1717
17875,231,7246,6789,2021,20583.2957
17876,231,7246,6993,1993,0
17877,231,7246,6993,1994,0
17878,231,7246,6993,1995,0
17879,231,7246,6993,1996,0
17880,231,7246,6993,1997,0
17881,231,7246,6993,1998,0
17882,231,7246,6993,1999,0
17883,231,7246,6993,2000,0
17884,231,7246,6993,2001,0
17885,231,7246,6993,2002,0
17886,231,7246,6993,2003,0
17887,231,7246,6993,2004,0
17888,231,7246,6993,2005,0
17889,231,7246,6993,2006,0
17890,231,7246,6993,2007,0
17891,231,7246,6993,2008,0
17892,231,7246,6993,2009,0
17893,231,7246,6993,2010,0
17894,231,7246,6993,2011,0
17895,231,7246,6993,2012,0
17896,231,7246,6993,2013,0
17897,231,7246,6993,2014,0
17898,231,7246,6993,2015,0
17899,231,7246,6993,2016,0
17900,231,7246,6993,2017,0
17901,231,7246,6993,2018,0
17902,231,7246,6993,2019,0
17903,231,7246,6993,2020,0
17904,231,7246,6993,2021,0
17905,230,7246,6796,1990,60317.3879
17906,230,7246,6796,1991,60317.3879
17907,230,7246,6796,1992,60317.3879
17908,230,7246,6797,1990,137473.6885
17909,230,7246,6797,1991,137473.6885
17910,230,7246,6797,1992,137473.6885
17911,230,7246,6791,1990,9029.7994
17912,230,7246,6791,1991,9029.7994
17913,230,7246,6791,1992,9029.7994
17914,230,7246,6794,1990,875615.6001
17915,230,7246,6794,1991,875615.6001
17916,230,7246,6794,1992,875615.6001
17917,230,7246,6792,1990,17751.48
17918,230,7246,6792,1991,17751.48
17919,230,7246,6792,1992,17751.48
17920,230,7246,6760,1990,3436772.873
17921,230,7246,6760,1991,3436772.873
17922,230,7246,6760,1992,3436772.873
17923,230,7246,6789,1990,511672.1874
17924,230,7246,6789,1991,511672.1874
17925,230,7246,6789,1992,511672.1874
17926,230,7246,6993,1990,0
17927,230,7246,6993,1991,0
17928,230,7246,6993,1992,0
17929,238,7246,6796,1990,0
17930,238,7246,6796,1991,0
17931,238,7246,6796,1992,0
17932,238,7246,6796,1993,0
17933,238,7246,6796,1994,0
17934,238,7246,6796,1995,0
17935,238,7246,6796,1996,0
17936,238,7246,6796,1997,0
17937,238,7246,6796,1998,0
17938,238,7246,6796,1999,0
17939,238,7246,6796,2000,0
17940,238,7246,6796,2001,0
17941,238,7246,6796,2002,0
17942,238,7246,6796,2003,0
17943,238,7246,6796,2004,0
17944,238,7246,6796,2005,0
17945,238,7246,6796,2006,0
17946,238,7246,6796,2007,0
17947,238,7246,6796,2008,0
17948,238,7246,6796,2009,0
17949,238,7246,6796,2010,0
17950,238,7246,6796,2011,0
17951,238,7246,6796,2012,0
17952,238,7246,6796,2013,0
17953,238,7246,6796,2014,0
17954,238,7246,6796,2015,0
17955,238,7246,6796,2016,0
17956,238,7246,6796,2017,0
17957,238,7246,6796,2018,0
17958,238,7246,6796,2019,0
17959,238,7246,6796,2020,0
17960,238,7246,6796,2021,0
17961,238,7246,6797,1990,1.4152
17962,238,7246,6797,1991,1.4152
17963,238,7246,6797,1992,1.4152
17964,238,7246,6797,1993,1.4152
17965,238,7246,6797,1994,1.4152
17966,238,7246,6797,1995,1.4152
17967,238,7246,6797,1996,7.345
17968,238,7246,6797,1997,9.2469
17969,238,7246,6797,1998,7.2331
17970,238,7246,6797,1999,8.0596
17971,238,7246,6797,2000,4.91
17972,238,7246,6797,2001,0
17973,238,7246,6797,2002,0
17974,238,7246,6797,2003,0
17975,238,7246,6797,2004,0
17976,238,7246,6797,2005,0
17977,238,7246,6797,2006,0
17978,238,7246,6797,2007,0
17979,238,7246,6797,2008,0
17980,238,7246,6797,2009,0
17981,238,7246,6797,2010,0
17982,238,7246,6797,2011,0
17983,238,7246,6797,2012,0
17984,238,7246,6797,2013,0
17985,238,7246,6797,2014,0
17986,238,7246,6797,2015,0
17987,238,7246,6797,2016,0
17988,238,7246,6797,2017,0
17989,238,7246,6797,2018,0
17990,238,7246,6797,2019,0
17991,238,7246,6797,2020,0
17992,238,7246,6797,2021,0
17993,238,7246,6791,1990,309.7733
17994,238,7246,6791,1991,309.7733
17995,238,7246,6791,1992,309.7733
17996,238,7246,6791,1993,309.7733
17997,238,7246,6791,1994,309.7733
17998,238,7246,6791,1995,309.7733
17999,238,7246,6791,1996,312.2888
18000,238,7246,6791,1997,436.1676
18001,238,7246,6791,1998,371.3955
18002,238,7246,6791,1999,397.9732
18003,238,7246,6791,2000,31.0412
18004,238,7246,6791,2001,0
18005,238,7246,6791,2002,0
18006,238,7246,6791,2003,0
18007,238,7246,6791,2004,0
18008,238,7246,6791,2005,0
18009,238,7246,6791,2006,0
18010,238,7246,6791,2007,0
18011,238,7246,6791,2008,0
18012,238,7246,6791,2009,0
18013,238,7246,6791,2010,0
18014,238,7246,6791,2011,0
18015,238,7246,6791,2012,0
18016,238,7246,6791,2013,0
18017,238,7246,6791,2014,0
18018,238,7246,6791,2015,0
18019,238,7246,6791,2016,0
18020,238,7246,6791,2017,0
18021,238,7246,6791,2018,0
18022,238,7246,6791,2019,0
18023,238,7246,6791,2020,0
18024,238,7246,6791,2021,0
18025,238,7246,6794,1990,257.9859
18026,238,7246,6794,1991,257.9859
18027,238,7246,6794,1992,257.9859
18028,238,7246,6794,1993,257.9859
18029,238,7246,6794,1994,257.9859
18030,238,7246,6794,1995,257.9859
18031,238,7246,6794,1996,0
18032,238,7246,6794,1997,0
18033,238,7246,6794,1998,0
18034,238,7246,6794,1999,27.96
18035,238,7246,6794,2000,0
18036,238,7246,6794,2001,3059.6974
18037,238,7246,6794,2002,1702.231
18038,238,7246,6794,2003,0
18039,238,7246,6794,2004,624.9252
18040,238,7246,6794,2005,0
18041,238,7246,6794,2006,0
18042,238,7246,6794,2007,0
18043,238,7246,6794,2008,0
18044,238,7246,6794,2009,0
18045,238,7246,6794,2010,0
18046,238,7246,6794,2011,0
18047,238,7246,6794,2012,1292.8194
18048,238,7246,6794,2013,0
18049,238,7246,6794,2014,0
18050,238,7246,6794,2015,0
18051,238,7246,6794,2016,0
18052,238,7246,6794,2017,0
18053,238,7246,6794,2018,0
18054,238,7246,6794,2019,0
18055,238,7246,6794,2020,0
18056,238,7246,6794,2021,0
18057,238,7246,6792,1990,0
18058,238,7246,6792,1991,0
18059,238,7246,6792,1992,0
18060,238,7246,6792,1993,0
18061,238,7246,6792,1994,0
18062,238,7246,6792,1995,0
18063,238,7246,6792,1996,0
18064,238,7246,6792,1997,0
18065,238,7246,6792,1998,0
18066,238,7246,6792,1999,0
18067,238,7246,6792,2000,0
18068,238,7246,6792,2001,0
18069,238,7246,6792,2002,0
18070,238,7246,6792,2003,0
18071,238,7246,6792,2004,0
18072,238,7246,6792,2005,0
18073,238,7246,6792,2006,0
18074,238,7246,6792,2007,0
18075,238,7246,6792,2008,0
18076,238,7246,6792,2009,0
18077,238,7246,6792,2010,0
18078,238,7246,6792,2011,0
18079,238,7246,6792,2012,0
18080,238,7246,6792,2013,0
18081,238,7246,6792,2014,0
18082,238,7246,6792,2015,0
18083,238,7246,6792,2016,0
18084,238,7246,6792,2017,0
18085,238,7246,6792,2018,0
18086,238,7246,6792,2019,0
18087,238,7246,6792,2020,0
18088,238,7246,6792,2021,0
18089,238,7246,6760,1990,84.5322
18090,238,7246,6760,1991,84.5322
18091,238,7246,6760,1992,84.5322
18092,238,7246,6760,1993,84.5322
18093,238,7246,6760,1994,84.5322
18094,238,7246,6760,1995,84.5322
18095,238,7246,6760,1996,0
18096,238,7246,6760,1997,0
18097,238,7246,6760,1998,0
18098,238,7246,6760,1999,0
18099,238,7246,6760,2000,0
18100,238,7246,6760,2001,948.0939
18101,238,7246,6760,2002,64.6415
18102,238,7246,6760,2003,0
18103,238,7246,6760,2004,0
18104,238,7246,6760,2005,0
18105,238,7246,6760,2006,646.4314
18106,238,7246,6760,2007,0
18107,238,7246,6760,2008,21.5459
18108,238,7246,6760,2009,0
