forestfireid,countryid,elementid,itemid,fireyear,burntarea
33020,480,7246,6796,2017,0
33021,480,7246,6796,2018,0
33022,480,7246,6796,2019,0
33023,480,7246,6796,2020,0
33024,480,7246,6796,2021,0
33025,480,7246,6797,1990,5.456
33026,480,7246,6797,1991,5.456
33027,480,7246,6797,1992,5.456
33028,480,7246,6797,1993,5.456
33029,480,7246,6797,1994,5.456
33030,480,7246,6797,1995,5.456
33031,480,7246,6797,1996,0
33032,480,7246,6797,1997,0
33033,480,7246,6797,1998,27.28
33034,480,7246,6797,1999,0
33035,480,7246,6797,2000,0
33036,480,7246,6797,2001,0
33037,480,7246,6797,2002,0
33038,480,7246,6797,2003,0
33039,480,7246,6797,2004,0
33040,480,7246,6797,2005,0
33041,480,7246,6797,2006,0
33042,480,7246,6797,2007,0
33043,480,7246,6797,2008,0
33044,480,7246,6797,2009,0
33045,480,7246,6797,2010,0
33046,480,7246,6797,2011,0
33047,480,7246,6797,2012,0
33048,480,7246,6797,2013,0
33049,480,7246,6797,2014,0
33050,480,7246,6797,2015,0
33051,480,7246,6797,2016,0
33052,480,7246,6797,2017,0
33053,480,7246,6797,2018,0
33054,480,7246,6797,2019,0
33055,480,7246,6797,2020,0
33056,480,7246,6797,2021,0
33057,480,7246,6791,1990,0
33058,480,7246,6791,1991,0
33059,480,7246,6791,1992,0
33060,480,7246,6791,1993,0
33061,480,7246,6791,1994,0
33062,480,7246,6791,1995,0
33063,480,7246,6791,1996,0
33064,480,7246,6791,1997,0
33065,480,7246,6791,1998,0
33066,480,7246,6791,1999,0
33067,480,7246,6791,2000,0
33068,480,7246,6791,2001,0
33069,480,7246,6791,2002,0
33070,480,7246,6791,2003,0
33071,480,7246,6791,2004,0
33072,480,7246,6791,2005,0
33073,480,7246,6791,2006,0
33074,480,7246,6791,2007,0
33075,480,7246,6791,2008,0
33076,480,7246,6791,2009,0
33077,480,7246,6791,2010,0
33078,480,7246,6791,2011,0
33079,480,7246,6791,2012,0
33080,480,7246,6791,2013,0
33081,480,7246,6791,2014,0
33082,480,7246,6791,2015,0
33083,480,7246,6791,2016,0
33084,480,7246,6791,2017,0
33085,480,7246,6791,2018,0
33086,480,7246,6791,2019,0
33087,480,7246,6791,2020,0
33088,480,7246,6791,2021,0
33089,480,7246,6794,1990,9.0558
33090,480,7246,6794,1991,9.0558
33091,480,7246,6794,1992,9.0558
33092,480,7246,6794,1993,9.0558
33093,480,7246,6794,1994,9.0558
33094,480,7246,6794,1995,9.0558
33095,480,7246,6794,1996,0
33096,480,7246,6794,1997,0
33097,480,7246,6794,1998,0
33098,480,7246,6794,1999,0
33099,480,7246,6794,2000,0
33100,480,7246,6794,2001,0
33101,480,7246,6794,2002,0
33102,480,7246,6794,2003,0
33103,480,7246,6794,2004,0
33104,480,7246,6794,2005,0
33105,480,7246,6794,2006,149.8354
33106,480,7246,6794,2007,0
33107,480,7246,6794,2008,0
33108,480,7246,6794,2009,0
33109,480,7246,6794,2010,21.4044
33110,480,7246,6794,2011,0
33111,480,7246,6794,2012,0
33112,480,7246,6794,2013,21.4042
33113,480,7246,6794,2014,42.8073
33114,480,7246,6794,2015,0
33115,480,7246,6794,2016,0
33116,480,7246,6794,2017,0
33117,480,7246,6794,2018,0
33118,480,7246,6794,2019,0
33119,480,7246,6794,2020,0
33120,480,7246,6794,2021,0
33121,480,7246,6792,1990,0
33122,480,7246,6792,1991,0
33123,480,7246,6792,1992,0
33124,480,7246,6792,1993,0
33125,480,7246,6792,1994,0
33126,480,7246,6792,1995,0
33127,480,7246,6792,1996,0
33128,480,7246,6792,1997,0
33129,480,7246,6792,1998,0
33130,480,7246,6792,1999,0
33131,480,7246,6792,2000,0
33132,480,7246,6792,2001,0
33133,480,7246,6792,2002,0
33134,480,7246,6792,2003,0
33135,480,7246,6792,2004,0
33136,480,7246,6792,2005,0
33137,480,7246,6792,2006,0
33138,480,7246,6792,2007,0
33139,480,7246,6792,2008,0
33140,480,7246,6792,2009,0
33141,480,7246,6792,2010,0
33142,480,7246,6792,2011,0
33143,480,7246,6792,2012,0
33144,480,7246,6792,2013,0
33145,480,7246,6792,2014,0
33146,480,7246,6792,2015,0
33147,480,7246,6792,2016,0
33148,480,7246,6792,2017,0
33149,480,7246,6792,2018,0
33150,480,7246,6792,2019,0
33151,480,7246,6792,2020,0
33152,480,7246,6792,2021,0
33153,480,7246,6760,1990,10.0526
33154,480,7246,6760,1991,10.0526
33155,480,7246,6760,1992,10.0526
33156,480,7246,6760,1993,10.0526
33157,480,7246,6760,1994,10.0526
33158,480,7246,6760,1995,10.0526
33159,480,7246,6760,1996,11.0032
33160,480,7246,6760,1997,11.0032
33161,480,7246,6760,1998,57.1256
33162,480,7246,6760,1999,11.0032
33163,480,7246,6760,2000,0
33164,480,7246,6760,2001,0
33165,480,7246,6760,2002,0
33166,480,7246,6760,2003,21.4039
33167,480,7246,6760,2004,0
33168,480,7246,6760,2005,0
33169,480,7246,6760,2006,128.424
33170,480,7246,6760,2007,0
33171,480,7246,6760,2008,0
33172,480,7246,6760,2009,0
33173,480,7246,6760,2010,0
33174,480,7246,6760,2011,0
33175,480,7246,6760,2012,21.4044
33176,480,7246,6760,2013,0
33177,480,7246,6760,2014,0
33178,480,7246,6760,2015,0
33179,480,7246,6760,2016,0
33180,480,7246,6760,2017,0
33181,480,7246,6760,2018,0
33182,480,7246,6760,2019,0
33183,480,7246,6760,2020,0
33184,480,7246,6760,2021,0
33185,480,7246,6789,1990,0.3118
33186,480,7246,6789,1991,0.3118
33187,480,7246,6789,1992,0.3118
33188,480,7246,6789,1993,0.3118
33189,480,7246,6789,1994,0.3118
33190,480,7246,6789,1995,0.3118
33191,480,7246,6789,1996,2.0267
33192,480,7246,6789,1997,2.0267
33193,480,7246,6789,1998,2.0267
33194,480,7246,6789,1999,2.0267
33195,480,7246,6789,2000,0
33196,480,7246,6789,2001,0
33197,480,7246,6789,2002,0
33198,480,7246,6789,2003,0
33199,480,7246,6789,2004,0
33200,480,7246,6789,2005,0
33201,480,7246,6789,2006,0
33202,480,7246,6789,2007,0
33203,480,7246,6789,2008,0
33204,480,7246,6789,2009,0
33205,480,7246,6789,2010,0
33206,480,7246,6789,2011,0
33207,480,7246,6789,2012,0
33208,480,7246,6789,2013,0
33209,480,7246,6789,2014,0
33210,480,7246,6789,2015,0
33211,480,7246,6789,2016,0
33212,480,7246,6789,2017,0
33213,480,7246,6789,2018,0
33214,480,7246,6789,2019,0
33215,480,7246,6789,2020,0
33216,480,7246,6789,2021,0
33217,480,7246,6993,1990,0
33218,480,7246,6993,1991,0
33219,480,7246,6993,1992,0
33220,480,7246,6993,1993,0
33221,480,7246,6993,1994,0
33222,480,7246,6993,1995,0
33223,480,7246,6993,1996,0
33224,480,7246,6993,1997,0
33225,480,7246,6993,1998,0
33226,480,7246,6993,1999,0
33227,480,7246,6993,2000,0
33228,480,7246,6993,2001,0
33229,480,7246,6993,2002,0
33230,480,7246,6993,2003,0
33231,480,7246,6993,2004,0
33232,480,7246,6993,2005,0
33233,480,7246,6993,2006,0
33234,480,7246,6993,2007,0
33235,480,7246,6993,2008,0
33236,480,7246,6993,2009,0
33237,480,7246,6993,2010,0
33238,480,7246,6993,2011,0
33239,480,7246,6993,2012,0
33240,480,7246,6993,2013,0
33241,480,7246,6993,2014,0
33242,480,7246,6993,2015,0
33243,480,7246,6993,2016,0
33244,480,7246,6993,2017,0
33245,480,7246,6993,2018,0
33246,480,7246,6993,2019,0
33247,480,7246,6993,2020,0
33248,480,7246,6993,2021,0
33249,175,7246,6796,1990,1.5554
33250,175,7246,6796,1991,1.5554
33251,175,7246,6796,1992,1.5554
33252,175,7246,6796,1993,1.5554
33253,175,7246,6796,1994,1.5554
33254,175,7246,6796,1995,1.5554
33255,175,7246,6796,1996,9.82
33256,175,7246,6796,1997,11.22
33257,175,7246,6796,1998,11.22
33258,175,7246,6796,1999,8.18
33259,175,7246,6796,2000,0
33260,175,7246,6796,2001,0
33261,175,7246,6796,2002,0
33262,175,7246,6796,2003,0
33263,175,7246,6796,2004,0
33264,175,7246,6796,2005,0
33265,175,7246,6796,2006,0
33266,175,7246,6796,2007,0
33267,175,7246,6796,2008,0
33268,175,7246,6796,2009,0
33269,175,7246,6796,2010,0
33270,175,7246,6796,2011,0
33271,175,7246,6796,2012,0
33272,175,7246,6796,2013,0
33273,175,7246,6796,2014,0
33274,175,7246,6796,2015,0
33275,175,7246,6796,2016,0
33276,175,7246,6796,2017,0
33277,175,7246,6796,2018,0
33278,175,7246,6796,2019,0
33279,175,7246,6796,2020,0
33280,175,7246,6796,2021,0
33281,175,7246,6797,1990,0
33282,175,7246,6797,1991,0
33283,175,7246,6797,1992,0
33284,175,7246,6797,1993,0
33285,175,7246,6797,1994,0
33286,175,7246,6797,1995,0
33287,175,7246,6797,1996,0
33288,175,7246,6797,1997,0
33289,175,7246,6797,1998,0
33290,175,7246,6797,1999,0
33291,175,7246,6797,2000,0
33292,175,7246,6797,2001,0
33293,175,7246,6797,2002,0
33294,175,7246,6797,2003,0
33295,175,7246,6797,2004,0
33296,175,7246,6797,2005,0
33297,175,7246,6797,2006,0
33298,175,7246,6797,2007,0
33299,175,7246,6797,2008,0
33300,175,7246,6797,2009,0
33301,175,7246,6797,2010,0
33302,175,7246,6797,2011,0
33303,175,7246,6797,2012,0
33304,175,7246,6797,2013,0
33305,175,7246,6797,2014,0
33306,175,7246,6797,2015,0
33307,175,7246,6797,2016,0
33308,175,7246,6797,2017,0
33309,175,7246,6797,2018,0
33310,175,7246,6797,2019,0
33311,175,7246,6797,2020,0
33312,175,7246,6797,2021,0
33313,175,7246,6791,1990,0
33314,175,7246,6791,1991,0
33315,175,7246,6791,1992,0
33316,175,7246,6791,1993,0
33317,175,7246,6791,1994,0
33318,175,7246,6791,1995,0
33319,175,7246,6791,1996,0
33320,175,7246,6791,1997,0
33321,175,7246,6791,1998,0
33322,175,7246,6791,1999,0
33323,175,7246,6791,2000,0
33324,175,7246,6791,2001,0
33325,175,7246,6791,2002,0
33326,175,7246,6791,2003,0
33327,175,7246,6791,2004,0
33328,175,7246,6791,2005,0
33329,175,7246,6791,2006,0
33330,175,7246,6791,2007,0
33331,175,7246,6791,2008,0
33332,175,7246,6791,2009,0
33333,175,7246,6791,2010,0
33334,175,7246,6791,2011,0
33335,175,7246,6791,2012,0
33336,175,7246,6791,2013,0
33337,175,7246,6791,2014,0
33338,175,7246,6791,2015,0
33339,175,7246,6791,2016,0
33340,175,7246,6791,2017,0
33341,175,7246,6791,2018,0
33342,175,7246,6791,2019,0
33343,175,7246,6791,2020,0
33344,175,7246,6791,2021,0
33345,175,7246,6794,1990,0
33346,175,7246,6794,1991,0
33347,175,7246,6794,1992,0
33348,175,7246,6794,1993,0
33349,175,7246,6794,1994,0
33350,175,7246,6794,1995,0
33351,175,7246,6794,1996,0
33352,175,7246,6794,1997,0
33353,175,7246,6794,1998,0
33354,175,7246,6794,1999,0
33355,175,7246,6794,2000,0
33356,175,7246,6794,2001,0
33357,175,7246,6794,2002,0
33358,175,7246,6794,2003,0
33359,175,7246,6794,2004,0
33360,175,7246,6794,2005,0
33361,175,7246,6794,2006,0
33362,175,7246,6794,2007,0
33363,175,7246,6794,2008,0
33364,175,7246,6794,2009,0
33365,175,7246,6794,2010,0
33366,175,7246,6794,2011,0
33367,175,7246,6794,2012,0
33368,175,7246,6794,2013,0
33369,175,7246,6794,2014,0
33370,175,7246,6794,2015,0
33371,175,7246,6794,2016,0
33372,175,7246,6794,2017,0
33373,175,7246,6794,2018,0
33374,175,7246,6794,2019,0
33375,175,7246,6794,2020,0
33376,175,7246,6794,2021,0
33377,175,7246,6792,1990,0
33378,175,7246,6792,1991,0
33379,175,7246,6792,1992,0
33380,175,7246,6792,1993,0
33381,175,7246,6792,1994,0
33382,175,7246,6792,1995,0
33383,175,7246,6792,1996,0
33384,175,7246,6792,1997,0
33385,175,7246,6792,1998,0
33386,175,7246,6792,1999,0
33387,175,7246,6792,2000,0
33388,175,7246,6792,2001,0
33389,175,7246,6792,2002,0
33390,175,7246,6792,2003,0
33391,175,7246,6792,2004,0
33392,175,7246,6792,2005,0
33393,175,7246,6792,2006,0
33394,175,7246,6792,2007,0
33395,175,7246,6792,2008,0
33396,175,7246,6792,2009,0
33397,175,7246,6792,2010,0
33398,175,7246,6792,2011,0
33399,175,7246,6792,2012,0
33400,175,7246,6792,2013,0
33401,175,7246,6792,2014,0
33402,175,7246,6792,2015,0
33403,175,7246,6792,2016,0
33404,175,7246,6792,2017,0
33405,175,7246,6792,2018,0
33406,175,7246,6792,2019,0
33407,175,7246,6792,2020,0
33408,175,7246,6792,2021,0
33409,175,7246,6760,1990,0
33410,175,7246,6760,1991,0
33411,175,7246,6760,1992,0
33412,175,7246,6760,1993,0
33413,175,7246,6760,1994,0
33414,175,7246,6760,1995,0
33415,175,7246,6760,1996,0
33416,175,7246,6760,1997,0
33417,175,7246,6760,1998,0
33418,175,7246,6760,1999,0
33419,175,7246,6760,2000,0
33420,175,7246,6760,2001,0
33421,175,7246,6760,2002,0
33422,175,7246,6760,2003,0
33423,175,7246,6760,2004,0
33424,175,7246,6760,2005,0
33425,175,7246,6760,2006,0
33426,175,7246,6760,2007,0
33427,175,7246,6760,2008,0
33428,175,7246,6760,2009,0
33429,175,7246,6760,2010,0
33430,175,7246,6760,2011,0
33431,175,7246,6760,2012,0
33432,175,7246,6760,2013,0
33433,175,7246,6760,2014,0
33434,175,7246,6760,2015,0
33435,175,7246,6760,2016,0
33436,175,7246,6760,2017,0
33437,175,7246,6760,2018,0
33438,175,7246,6760,2019,0
33439,175,7246,6760,2020,0
33440,175,7246,6760,2021,0
33441,175,7246,6789,1990,0
33442,175,7246,6789,1991,0
33443,175,7246,6789,1992,0
33444,175,7246,6789,1993,0
33445,175,7246,6789,1994,0
33446,175,7246,6789,1995,0
33447,175,7246,6789,1996,0
33448,175,7246,6789,1997,0
33449,175,7246,6789,1998,0
33450,175,7246,6789,1999,0
33451,175,7246,6789,2000,0
33452,175,7246,6789,2001,0
33453,175,7246,6789,2002,0
33454,175,7246,6789,2003,0
33455,175,7246,6789,2004,0
33456,175,7246,6789,2005,0
33457,175,7246,6789,2006,0
33458,175,7246,6789,2007,0
33459,175,7246,6789,2008,0
33460,175,7246,6789,2009,0
33461,175,7246,6789,2010,0
33462,175,7246,6789,2011,0
33463,175,7246,6789,2012,0
33464,175,7246,6789,2013,0
33465,175,7246,6789,2014,0
33466,175,7246,6789,2015,0
33467,175,7246,6789,2016,0
33468,175,7246,6789,2017,0
33469,175,7246,6789,2018,0
33470,175,7246,6789,2019,0
33471,175,7246,6789,2020,0
33472,175,7246,6789,2021,0
33473,175,7246,6993,1990,0
33474,175,7246,6993,1991,0
33475,175,7246,6993,1992,0
33476,175,7246,6993,1993,0
33477,175,7246,6993,1994,0
33478,175,7246,6993,1995,0
33479,175,7246,6993,1996,0
33480,175,7246,6993,1997,0
33481,175,7246,6993,1998,0
33482,175,7246,6993,1999,0
33483,175,7246,6993,2000,0
33484,175,7246,6993,2001,0
33485,175,7246,6993,2002,0
33486,175,7246,6993,2003,0
33487,175,7246,6993,2004,0
33488,175,7246,6993,2005,0
33489,175,7246,6993,2006,0
33490,175,7246,6993,2007,0
33491,175,7246,6993,2008,0
33492,175,7246,6993,2009,0
33493,175,7246,6993,2010,0
33494,175,7246,6993,2011,0
33495,175,7246,6993,2012,0
33496,175,7246,6993,2013,0
33497,175,7246,6993,2014,0
33498,175,7246,6993,2015,0
33499,175,7246,6993,2016,0
33500,175,7246,6993,2017,0
33501,175,7246,6993,2018,0
33502,175,7246,6993,2019,0
33503,175,7246,6993,2020,0
33504,175,7246,6993,2021,0
33505,484,7246,6796,1990,124150.2372
33506,484,7246,6796,1991,124150.2372
33507,484,7246,6796,1992,124150.2372
33508,484,7246,6796,1993,124150.2372
33509,484,7246,6796,1994,124150.2372
33510,484,7246,6796,1995,124150.2372
33511,484,7246,6796,1996,101321.2208
33512,484,7246,6796,1997,100767.0145
33513,484,7246,6796,1998,484994.2037
33514,484,7246,6796,1999,185353.5576
33515,484,7246,6796,2000,181440.6766
33516,484,7246,6796,2001,26645.6793
33517,484,7246,6796,2002,142388.6923
33518,484,7246,6796,2003,420097.5663
33519,484,7246,6796,2004,34755.8027
33520,484,7246,6796,2005,132886.9698
33521,484,7246,6796,2006,155929.735
33522,484,7246,6796,2007,57331.3789
33523,484,7246,6796,2008,96990.5799
33524,484,7246,6796,2009,135790.1337
33525,484,7246,6796,2010,36955.7399
33526,484,7246,6796,2011,184527.1037
33527,484,7246,6796,2012,23323.8685
33528,484,7246,6796,2013,140147.3695
33529,484,7246,6796,2014,18683.0152
33530,484,7246,6796,2015,129770.1268
33531,484,7246,6796,2016,81512.9293
33532,484,7246,6796,2017,71837.6059
33533,484,7246,6796,2018,20758.8509
33534,484,7246,6796,2019,105519.0834
33535,484,7246,6796,2020,123292.8614
33536,484,7246,6796,2021,34884.4013
33537,484,7246,6797,1990,175951.1493
33538,484,7246,6797,1991,175951.1493
33539,484,7246,6797,1992,175951.1493
33540,484,7246,6797,1993,175951.1493
33541,484,7246,6797,1994,175951.1493
33542,484,7246,6797,1995,175951.1493
33543,484,7246,6797,1996,38503.0144
33544,484,7246,6797,1997,57344.115
33545,484,7246,6797,1998,382812.7918
33546,484,7246,6797,1999,294210.0094
33547,484,7246,6797,2000,297921.1472
33548,484,7246,6797,2001,106999.1929
33549,484,7246,6797,2002,137497.6106
33550,484,7246,6797,2003,199905.1531
33551,484,7246,6797,2004,56661.2745
33552,484,7246,6797,2005,249578.3472
33553,484,7246,6797,2006,137412.8501
33554,484,7246,6797,2007,139570.394
33555,484,7246,6797,2008,182596.357
33556,484,7246,6797,2009,136238.9654
33557,484,7246,6797,2010,100998.1824
33558,484,7246,6797,2011,215987.7845
33559,484,7246,6797,2012,156294.0522
33560,484,7246,6797,2013,264415.4785
33561,484,7246,6797,2014,16648.0093
33562,484,7246,6797,2015,63311.2986
33563,484,7246,6797,2016,140515.3117
33564,484,7246,6797,2017,272735.583
33565,484,7246,6797,2018,137154.0558
33566,484,7246,6797,2019,329854.3113
33567,484,7246,6797,2020,247117.1893
33568,484,7246,6797,2021,212447.4012
33569,484,7246,6791,1990,21305.7682
33570,484,7246,6791,1991,21305.7682
33571,484,7246,6791,1992,21305.7682
33572,484,7246,6791,1993,21305.7682
33573,484,7246,6791,1994,21305.7682
33574,484,7246,6791,1995,21305.7682
33575,484,7246,6791,1996,65974.1775
33576,484,7246,6791,1997,41530.0275
33577,484,7246,6791,1998,65104.0262
33578,484,7246,6791,1999,57077.7066
33579,484,7246,6791,2000,52487.9345
33580,484,7246,6791,2001,557.5404
33581,484,7246,6791,2002,5404.5293
33582,484,7246,6791,2003,7528.6437
33583,484,7246,6791,2004,4504.1484
33584,484,7246,6791,2005,18833.005
33585,484,7246,6791,2006,7677.3167
33586,484,7246,6791,2007,12890.5514
33587,484,7246,6791,2008,11925.6623
33588,484,7246,6791,2009,45277.7241
33589,484,7246,6791,2010,4333.0299
33590,484,7246,6791,2011,12669.7898
33591,484,7246,6791,2012,5918.9456
33592,484,7246,6791,2013,3517.5965
33593,484,7246,6791,2014,13363.706
33594,484,7246,6791,2015,1587.3079
33595,484,7246,6791,2016,793.6131
33596,484,7246,6791,2017,33676.4844
33597,484,7246,6791,2018,3602.8219
33598,484,7246,6791,2019,23123.164
33599,484,7246,6791,2020,46375.6101
33600,484,7246,6791,2021,8214.9102
33601,484,7246,6794,1990,155826.3167
33602,484,7246,6794,1991,155826.3167
33603,484,7246,6794,1992,155826.3167
33604,484,7246,6794,1993,155826.3167
33605,484,7246,6794,1994,155826.3167
33606,484,7246,6794,1995,155826.3167
33607,484,7246,6794,1996,46729.7845
33608,484,7246,6794,1997,52759.4178
33609,484,7246,6794,1998,192740.1311
33610,484,7246,6794,1999,119647.2018
33611,484,7246,6794,2000,125095.3387
33612,484,7246,6794,2001,70496.6937
33613,484,7246,6794,2002,97875.4554
33614,484,7246,6794,2003,164449.3342
33615,484,7246,6794,2004,117695.6343
33616,484,7246,6794,2005,255542.4028
33617,484,7246,6794,2006,147875.9423
33618,484,7246,6794,2007,128117.8226
33619,484,7246,6794,2008,187759.0224
33620,484,7246,6794,2009,216183.5971
33621,484,7246,6794,2010,127510.8398
33622,484,7246,6794,2011,583384.4675
33623,484,7246,6794,2012,115406.0729
33624,484,7246,6794,2013,149052.2506
33625,484,7246,6794,2014,84193.8585
33626,484,7246,6794,2015,80465.0389
33627,484,7246,6794,2016,136876.5099
33628,484,7246,6794,2017,218237.6675
33629,484,7246,6794,2018,148873.2565
33630,484,7246,6794,2019,216817.9436
33631,484,7246,6794,2020,152629.342
33632,484,7246,6794,2021,115069.2066
33633,484,7246,6792,1990,57084.2268
33634,484,7246,6792,1991,57084.2268
33635,484,7246,6792,1992,57084.2268
33636,484,7246,6792,1993,57084.2268
33637,484,7246,6792,1994,57084.2268
33638,484,7246,6792,1995,57084.2268
33639,484,7246,6792,1996,50359.1851
33640,484,7246,6792,1997,35528.5756
33641,484,7246,6792,1998,182845.2786
33642,484,7246,6792,1999,147067.0513
33643,484,7246,6792,2000,113665.8714
33644,484,7246,6792,2001,5960.8167
33645,484,7246,6792,2002,33536.6207
33646,484,7246,6792,2003,27387.0161
33647,484,7246,6792,2004,6949.0465
33648,484,7246,6792,2005,24631.1998
33649,484,7246,6792,2006,24547.7284
33650,484,7246,6792,2007,22873.0904
33651,484,7246,6792,2008,37722.3916
33652,484,7246,6792,2009,34645.8071
33653,484,7246,6792,2010,15286.0999
33654,484,7246,6792,2011,263343.9154
33655,484,7246,6792,2012,83446.3958
33656,484,7246,6792,2013,59305.8051
33657,484,7246,6792,2014,16212.3281
33658,484,7246,6792,2015,19409.9956
33659,484,7246,6792,2016,22623.5834
33660,484,7246,6792,2017,64533.5229
33661,484,7246,6792,2018,96615.6607
33662,484,7246,6792,2019,45891.697
33663,484,7246,6792,2020,22539.0408
33664,484,7246,6792,2021,27262.1738
33665,484,7246,6760,1990,354471.0758
33666,484,7246,6760,1991,354471.0758
33667,484,7246,6760,1992,354471.0758
33668,484,7246,6760,1993,354471.0758
33669,484,7246,6760,1994,354471.0758
33670,484,7246,6760,1995,354471.0758
33671,484,7246,6760,1996,9414.4521
33672,484,7246,6760,1997,26580.1262
33673,484,7246,6760,1998,120553.0371
33674,484,7246,6760,1999,78328.9191
33675,484,7246,6760,2000,62646.585
33676,484,7246,6760,2001,358491.3209
33677,484,7246,6760,2002,401748.1631
33678,484,7246,6760,2003,555045.9798
33679,484,7246,6760,2004,229450.0529
33680,484,7246,6760,2005,819413.1984
33681,484,7246,6760,2006,337287.8085
33682,484,7246,6760,2007,450917.7657
33683,484,7246,6760,2008,434556.2843
33684,484,7246,6760,2009,407061.6782
33685,484,7246,6760,2010,231545.5407
33686,484,7246,6760,2011,847035.7719
33687,484,7246,6760,2012,471646.6428
33688,484,7246,6760,2013,457096.9079
33689,484,7246,6760,2014,139065.2735
33690,484,7246,6760,2015,199774.5173
33691,484,7246,6760,2016,347874.6773
33692,484,7246,6760,2017,605649.22
33693,484,7246,6760,2018,404036.2786
33694,484,7246,6760,2019,523898.9236
33695,484,7246,6760,2020,274999.3271
33696,484,7246,6760,2021,422129.5183
33697,484,7246,6789,1990,379963.4686
33698,484,7246,6789,1991,379963.4686
33699,484,7246,6789,1992,379963.4686
33700,484,7246,6789,1993,379963.4686
33701,484,7246,6789,1994,379963.4686
33702,484,7246,6789,1995,379963.4686
33703,484,7246,6789,1996,549935.9028
33704,484,7246,6789,1997,335815.0792
33705,484,7246,6789,1998,582765.0239
33706,484,7246,6789,1999,401781.9667
33707,484,7246,6789,2000,371343.9467
33708,484,7246,6789,2001,274618.0486
33709,484,7246,6789,2002,429020.5678
33710,484,7246,6789,2003,743811.5893
33711,484,7246,6789,2004,155056.2928
33712,484,7246,6789,2005,620241.5943
33713,484,7246,6789,2006,346143.9762
33714,484,7246,6789,2007,447705.1162
33715,484,7246,6789,2008,414659.2519
33716,484,7246,6789,2009,298466.1256
33717,484,7246,6789,2010,212788.4665
33718,484,7246,6789,2011,636566.1429
33719,484,7246,6789,2012,317723.1988
33720,484,7246,6789,2013,390960.4256
33721,484,7246,6789,2014,57812.764
33722,484,7246,6789,2015,205940.3982
33723,484,7246,6789,2016,320972.6059
33724,484,7246,6789,2017,400449.6435
33725,484,7246,6789,2018,275517.9324
33726,484,7246,6789,2019,455547.4062
33727,484,7246,6789,2020,304780.9535
33728,484,7246,6789,2021,328625.7639
33729,484,7246,6993,1990,0
33730,484,7246,6993,1991,0
33731,484,7246,6993,1992,0
33732,484,7246,6993,1993,0
33733,484,7246,6993,1994,0
33734,484,7246,6993,1995,0
33735,484,7246,6993,1996,0
33736,484,7246,6993,1997,0
33737,484,7246,6993,1998,0
33738,484,7246,6993,1999,0
33739,484,7246,6993,2000,0
33740,484,7246,6993,2001,0
33741,484,7246,6993,2002,0
33742,484,7246,6993,2003,0
33743,484,7246,6993,2004,0
33744,484,7246,6993,2005,0
33745,484,7246,6993,2006,0
33746,484,7246,6993,2007,0
33747,484,7246,6993,2008,0
33748,484,7246,6993,2009,0
33749,484,7246,6993,2010,0
33750,484,7246,6993,2011,0
33751,484,7246,6993,2012,0
33752,484,7246,6993,2013,0
33753,484,7246,6993,2014,0
33754,484,7246,6993,2015,0
33755,484,7246,6993,2016,0
33756,484,7246,6993,2017,0
33757,484,7246,6993,2018,0
33758,484,7246,6993,2019,0
33759,484,7246,6993,2020,0
33760,484,7246,6993,2021,0
33761,583,7246,6796,1991,0
33762,583,7246,6796,1992,0
33763,583,7246,6796,1993,0
33764,583,7246,6796,1994,0
33765,583,7246,6796,1995,0
33766,583,7246,6796,1996,0
33767,583,7246,6796,1997,0
33768,583,7246,6796,1998,0
33769,583,7246,6796,1999,0
33770,583,7246,6796,2000,0
33771,583,7246,6796,2001,0
33772,583,7246,6796,2002,0
33773,583,7246,6796,2003,0
33774,583,7246,6796,2004,0
33775,583,7246,6796,2005,0
33776,583,7246,6796,2006,0
33777,583,7246,6796,2007,0
33778,583,7246,6796,2008,0
33779,583,7246,6796,2009,0
33780,583,7246,6796,2010,0
33781,583,7246,6796,2011,0
33782,583,7246,6796,2012,0
33783,583,7246,6796,2013,0
33784,583,7246,6796,2014,0
33785,583,7246,6796,2015,0
33786,583,7246,6796,2016,0
33787,583,7246,6796,2017,0
33788,583,7246,6796,2018,0
33789,583,7246,6796,2019,0
33790,583,7246,6796,2020,0
33791,583,7246,6796,2021,0
33792,583,7246,6797,1991,0
33793,583,7246,6797,1992,0
33794,583,7246,6797,1993,0
33795,583,7246,6797,1994,0
33796,583,7246,6797,1995,0
33797,583,7246,6797,1996,0
33798,583,7246,6797,1997,0
33799,583,7246,6797,1998,0
33800,583,7246,6797,1999,0
33801,583,7246,6797,2000,0
33802,583,7246,6797,2001,0
33803,583,7246,6797,2002,0
33804,583,7246,6797,2003,0
33805,583,7246,6797,2004,0
33806,583,7246,6797,2005,0
33807,583,7246,6797,2006,0
33808,583,7246,6797,2007,0
33809,583,7246,6797,2008,0
33810,583,7246,6797,2009,0
33811,583,7246,6797,2010,0
33812,583,7246,6797,2011,0
33813,583,7246,6797,2012,0
33814,583,7246,6797,2013,0
33815,583,7246,6797,2014,0
33816,583,7246,6797,2015,0
33817,583,7246,6797,2016,0
33818,583,7246,6797,2017,0
33819,583,7246,6797,2018,0
33820,583,7246,6797,2019,0
33821,583,7246,6797,2020,0
33822,583,7246,6797,2021,0
33823,583,7246,6791,1991,0
33824,583,7246,6791,1992,0
33825,583,7246,6791,1993,0
33826,583,7246,6791,1994,0
33827,583,7246,6791,1995,0
33828,583,7246,6791,1996,0
