co2id,countryid,elementid,itemid,fireyear,co2amount
1888,262,7273,6993,1999,0
1889,262,7273,6993,2000,0
1890,262,7273,6993,2001,0
1891,262,7273,6993,2002,0
1892,262,7273,6993,2003,0
1893,262,7273,6993,2004,0
1894,262,7273,6993,2005,0
1895,262,7273,6993,2006,0
1896,262,7273,6993,2007,0
1897,262,7273,6993,2008,0
1898,262,7273,6993,2009,0
1899,262,7273,6993,2010,0
1900,262,7273,6993,2011,0
1901,262,7273,6993,2012,0
1902,262,7273,6993,2013,0
1903,262,7273,6993,2014,0
1904,262,7273,6993,2015,0
1905,262,7273,6993,2016,0
1906,262,7273,6993,2017,0
1907,262,7273,6993,2018,0
1908,262,7273,6993,2019,0
1909,262,7273,6993,2020,0
1910,262,7273,6993,2021,0
1911,212,7273,6993,1990,0
1912,212,7273,6993,1991,0
1913,212,7273,6993,1992,0
1914,212,7273,6993,1993,0
1915,212,7273,6993,1994,0
1916,212,7273,6993,1995,0
1917,212,7273,6993,1996,0
1918,212,7273,6993,1997,0
1919,212,7273,6993,1998,0
1920,212,7273,6993,1999,0
1921,212,7273,6993,2000,0
1922,212,7273,6993,2001,0
1923,212,7273,6993,2002,0
1924,212,7273,6993,2003,0
1925,212,7273,6993,2004,0
1926,212,7273,6993,2005,0
1927,212,7273,6993,2006,0
1928,212,7273,6993,2007,0
1929,212,7273,6993,2008,0
1930,212,7273,6993,2009,0
1931,212,7273,6993,2010,0
1932,212,7273,6993,2011,0
1933,212,7273,6993,2012,0
1934,212,7273,6993,2013,0
1935,212,7273,6993,2014,0
1936,212,7273,6993,2015,0
1937,212,7273,6993,2016,0
1938,212,7273,6993,2017,0
1939,212,7273,6993,2018,0
1940,212,7273,6993,2019,0
1941,212,7273,6993,2020,0
1942,212,7273,6993,2021,0
1943,214,7273,6993,1990,0
1944,214,7273,6993,1991,0
1945,214,7273,6993,1992,0
1946,214,7273,6993,1993,0
1947,214,7273,6993,1994,0
1948,214,7273,6993,1995,0
1949,214,7273,6993,1996,0
1950,214,7273,6993,1997,0
1951,214,7273,6993,1998,0
1952,214,7273,6993,1999,0
1953,214,7273,6993,2000,0
1954,214,7273,6993,2001,0
1955,214,7273,6993,2002,0
1956,214,7273,6993,2003,0
1957,214,7273,6993,2004,0
1958,214,7273,6993,2005,0
1959,214,7273,6993,2006,0
1960,214,7273,6993,2007,0
1961,214,7273,6993,2008,0
1962,214,7273,6993,2009,0
1963,214,7273,6993,2010,0
1964,214,7273,6993,2011,0
1965,214,7273,6993,2012,0
1966,214,7273,6993,2013,0
1967,214,7273,6993,2014,0
1968,214,7273,6993,2015,0
1969,214,7273,6993,2016,0
1970,214,7273,6993,2017,0
1971,214,7273,6993,2018,0
1972,214,7273,6993,2019,0
1973,214,7273,6993,2020,0
1974,214,7273,6993,2021,0
1975,218,7273,6993,1990,0
1976,218,7273,6993,1991,0
1977,218,7273,6993,1992,0
1978,218,7273,6993,1993,0
1979,218,7273,6993,1994,0
1980,218,7273,6993,1995,0
1981,218,7273,6993,1996,0
1982,218,7273,6993,1997,0
1983,218,7273,6993,1998,0
1984,218,7273,6993,1999,0
1985,218,7273,6993,2000,0
1986,218,7273,6993,2001,0
1987,218,7273,6993,2002,0
1988,218,7273,6993,2003,0
1989,218,7273,6993,2004,0
1990,218,7273,6993,2005,0
1991,218,7273,6993,2006,0
1992,218,7273,6993,2007,0
1993,218,7273,6993,2008,0
1994,218,7273,6993,2009,0
1995,218,7273,6993,2010,0
1996,218,7273,6993,2011,0
1997,218,7273,6993,2012,0
1998,218,7273,6993,2013,0
1999,218,7273,6993,2014,0
2000,218,7273,6993,2015,0
2001,218,7273,6993,2016,0
2002,218,7273,6993,2017,0
2003,218,7273,6993,2018,0
2004,218,7273,6993,2019,0
2005,218,7273,6993,2020,0
2006,218,7273,6993,2021,0
2007,818,7273,6993,1990,0
2008,818,7273,6993,1991,0
2009,818,7273,6993,1992,0
2010,818,7273,6993,1993,0
2011,818,7273,6993,1994,0
2012,818,7273,6993,1995,0
2013,818,7273,6993,1996,0
2014,818,7273,6993,1997,0
2015,818,7273,6993,1998,0
2016,818,7273,6993,1999,0
2017,818,7273,6993,2000,0
2018,818,7273,6993,2001,0
2019,818,7273,6993,2002,0
2020,818,7273,6993,2003,0
2021,818,7273,6993,2004,0
2022,818,7273,6993,2005,0
2023,818,7273,6993,2006,0
2024,818,7273,6993,2007,0
2025,818,7273,6993,2008,0
2026,818,7273,6993,2009,0
2027,818,7273,6993,2010,0
2028,818,7273,6993,2011,0
2029,818,7273,6993,2012,0
2030,818,7273,6993,2013,0
2031,818,7273,6993,2014,0
2032,818,7273,6993,2015,0
2033,818,7273,6993,2016,0
2034,818,7273,6993,2017,0
2035,818,7273,6993,2018,0
2036,818,7273,6993,2019,0
2037,818,7273,6993,2020,0
2038,818,7273,6993,2021,0
2039,222,7273,6993,1990,0
2040,222,7273,6993,1991,0
2041,222,7273,6993,1992,0
2042,222,7273,6993,1993,0
2043,222,7273,6993,1994,0
2044,222,7273,6993,1995,0
2045,222,7273,6993,1996,0
2046,222,7273,6993,1997,0
2047,222,7273,6993,1998,0
2048,222,7273,6993,1999,0
2049,222,7273,6993,2000,0
2050,222,7273,6993,2001,0
2051,222,7273,6993,2002,0
2052,222,7273,6993,2003,0
2053,222,7273,6993,2004,0
2054,222,7273,6993,2005,0
2055,222,7273,6993,2006,0
2056,222,7273,6993,2007,0
2057,222,7273,6993,2008,0
2058,222,7273,6993,2009,0
2059,222,7273,6993,2010,0
2060,222,7273,6993,2011,0
2061,222,7273,6993,2012,0
2062,222,7273,6993,2013,0
2063,222,7273,6993,2014,0
2064,222,7273,6993,2015,0
2065,222,7273,6993,2016,0
2066,222,7273,6993,2017,0
2067,222,7273,6993,2018,0
2068,222,7273,6993,2019,0
2069,222,7273,6993,2020,0
2070,222,7273,6993,2021,0
2071,226,7273,6993,1990,0
2072,226,7273,6993,1991,0
2073,226,7273,6993,1992,0
2074,226,7273,6993,1993,0
2075,226,7273,6993,1994,0
2076,226,7273,6993,1995,0
2077,226,7273,6993,1996,0
2078,226,7273,6993,1997,0
2079,226,7273,6993,1998,0
2080,226,7273,6993,1999,0
2081,226,7273,6993,2000,0
2082,226,7273,6993,2001,0
2083,226,7273,6993,2002,0
2084,226,7273,6993,2003,0
2085,226,7273,6993,2004,0
2086,226,7273,6993,2005,0
2087,226,7273,6993,2006,0
2088,226,7273,6993,2007,0
2089,226,7273,6993,2008,0
2090,226,7273,6993,2009,0
2091,226,7273,6993,2010,0
2092,226,7273,6993,2011,0
2093,226,7273,6993,2012,0
2094,226,7273,6993,2013,0
2095,226,7273,6993,2014,0
2096,226,7273,6993,2015,0
2097,226,7273,6993,2016,0
2098,226,7273,6993,2017,0
2099,226,7273,6993,2018,0
2100,226,7273,6993,2019,0
2101,226,7273,6993,2020,0
2102,226,7273,6993,2021,0
2103,232,7273,6993,1993,0
2104,232,7273,6993,1994,0
2105,232,7273,6993,1995,0
2106,232,7273,6993,1996,0
2107,232,7273,6993,1997,0
2108,232,7273,6993,1998,0
2109,232,7273,6993,1999,0
2110,232,7273,6993,2000,0
2111,232,7273,6993,2001,0
2112,232,7273,6993,2002,0
2113,232,7273,6993,2003,0
2114,232,7273,6993,2004,0
2115,232,7273,6993,2005,0
2116,232,7273,6993,2006,0
2117,232,7273,6993,2007,0
2118,232,7273,6993,2008,0
2119,232,7273,6993,2009,0
2120,232,7273,6993,2010,0
2121,232,7273,6993,2011,0
2122,232,7273,6993,2012,0
2123,232,7273,6993,2013,0
2124,232,7273,6993,2014,0
2125,232,7273,6993,2015,0
2126,232,7273,6993,2016,0
2127,232,7273,6993,2017,0
2128,232,7273,6993,2018,0
2129,232,7273,6993,2019,0
2130,232,7273,6993,2020,0
2131,232,7273,6993,2021,0
2132,233,7273,6993,1992,0
2133,233,7273,6993,1993,0
2134,233,7273,6993,1994,0
2135,233,7273,6993,1995,0
2136,233,7273,6993,1996,0
2137,233,7273,6993,1997,0
2138,233,7273,6993,1998,0
2139,233,7273,6993,1999,0
2140,233,7273,6993,2000,0
2141,233,7273,6993,2001,0
2142,233,7273,6993,2002,0
2143,233,7273,6993,2003,0
2144,233,7273,6993,2004,0
2145,233,7273,6993,2005,0
2146,233,7273,6993,2006,0
2147,233,7273,6993,2007,0
2148,233,7273,6993,2008,0
2149,233,7273,6993,2009,0
2150,233,7273,6993,2010,0
2151,233,7273,6993,2011,0
2152,233,7273,6993,2012,0
2153,233,7273,6993,2013,0
2154,233,7273,6993,2014,0
2155,233,7273,6993,2015,0
2156,233,7273,6993,2016,0
2157,233,7273,6993,2017,0
2158,233,7273,6993,2018,0
2159,233,7273,6993,2019,0
2160,233,7273,6993,2020,0
2161,233,7273,6993,2021,0
2162,748,7273,6993,1990,0
2163,748,7273,6993,1991,0
2164,748,7273,6993,1992,0
2165,748,7273,6993,1993,0
2166,748,7273,6993,1994,0
2167,748,7273,6993,1995,0
2168,748,7273,6993,1996,0
2169,748,7273,6993,1997,0
2170,748,7273,6993,1998,0
2171,748,7273,6993,1999,0
2172,748,7273,6993,2000,0
2173,748,7273,6993,2001,0
2174,748,7273,6993,2002,0
2175,748,7273,6993,2003,0
2176,748,7273,6993,2004,0
2177,748,7273,6993,2005,0
2178,748,7273,6993,2006,0
2179,748,7273,6993,2007,0
2180,748,7273,6993,2008,0
2181,748,7273,6993,2009,0
2182,748,7273,6993,2010,0
2183,748,7273,6993,2011,0
2184,748,7273,6993,2012,0
2185,748,7273,6993,2013,0
2186,748,7273,6993,2014,0
2187,748,7273,6993,2015,0
2188,748,7273,6993,2016,0
2189,748,7273,6993,2017,0
2190,748,7273,6993,2018,0
2191,748,7273,6993,2019,0
2192,748,7273,6993,2020,0
2193,748,7273,6993,2021,0
2194,231,7273,6993,1993,0
2195,231,7273,6993,1994,0
2196,231,7273,6993,1995,0
2197,231,7273,6993,1996,0
2198,231,7273,6993,1997,0
2199,231,7273,6993,1998,0
2200,231,7273,6993,1999,0
2201,231,7273,6993,2000,0
2202,231,7273,6993,2001,0
2203,231,7273,6993,2002,0
2204,231,7273,6993,2003,0
2205,231,7273,6993,2004,0
2206,231,7273,6993,2005,0
2207,231,7273,6993,2006,0
2208,231,7273,6993,2007,0
2209,231,7273,6993,2008,0
2210,231,7273,6993,2009,0
2211,231,7273,6993,2010,0
2212,231,7273,6993,2011,0
2213,231,7273,6993,2012,0
2214,231,7273,6993,2013,0
2215,231,7273,6993,2014,0
2216,231,7273,6993,2015,0
2217,231,7273,6993,2016,0
2218,231,7273,6993,2017,0
2219,231,7273,6993,2018,0
2220,231,7273,6993,2019,0
2221,231,7273,6993,2020,0
2222,231,7273,6993,2021,0
2223,230,7273,6993,1990,0
2224,230,7273,6993,1991,0
2225,230,7273,6993,1992,0
2226,238,7273,6993,1990,0
2227,238,7273,6993,1991,0
2228,238,7273,6993,1992,0
2229,238,7273,6993,1993,0
2230,238,7273,6993,1994,0
2231,238,7273,6993,1995,0
2232,238,7273,6993,1996,0
2233,238,7273,6993,1997,0
2234,238,7273,6993,1998,0
2235,238,7273,6993,1999,0
2236,238,7273,6993,2000,0
2237,238,7273,6993,2001,0
2238,238,7273,6993,2002,0
2239,238,7273,6993,2003,0
2240,238,7273,6993,2004,0
2241,238,7273,6993,2005,0
2242,238,7273,6993,2006,0
2243,238,7273,6993,2007,0
2244,238,7273,6993,2008,0
2245,238,7273,6993,2009,0
2246,238,7273,6993,2010,0
2247,238,7273,6993,2011,0
2248,238,7273,6993,2012,0
2249,238,7273,6993,2013,0
2250,238,7273,6993,2014,0
2251,238,7273,6993,2015,0
2252,238,7273,6993,2016,0
2253,238,7273,6993,2017,0
2254,238,7273,6993,2018,0
2255,238,7273,6993,2019,0
2256,238,7273,6993,2020,0
2257,238,7273,6993,2021,0
2258,234,7273,6993,1990,0
2259,234,7273,6993,1991,0
2260,234,7273,6993,1992,0
2261,234,7273,6993,1993,0
2262,234,7273,6993,1994,0
2263,234,7273,6993,1995,0
2264,234,7273,6993,1996,0
2265,234,7273,6993,1997,0
2266,234,7273,6993,1998,0
2267,234,7273,6993,1999,0
2268,234,7273,6993,2000,0
2269,234,7273,6993,2001,0
2270,234,7273,6993,2002,0
2271,234,7273,6993,2003,0
2272,234,7273,6993,2004,0
2273,234,7273,6993,2005,0
2274,234,7273,6993,2006,0
2275,234,7273,6993,2007,0
2276,234,7273,6993,2008,0
2277,234,7273,6993,2009,0
2278,234,7273,6993,2010,0
2279,234,7273,6993,2011,0
2280,234,7273,6993,2012,0
2281,234,7273,6993,2013,0
2282,234,7273,6993,2014,0
2283,234,7273,6993,2015,0
2284,234,7273,6993,2016,0
2285,234,7273,6993,2017,0
2286,234,7273,6993,2018,0
2287,234,7273,6993,2019,0
2288,234,7273,6993,2020,0
2289,234,7273,6993,2021,0
2290,242,7273,6993,1990,0
2291,242,7273,6993,1991,0
2292,242,7273,6993,1992,0
2293,242,7273,6993,1993,0
2294,242,7273,6993,1994,0
2295,242,7273,6993,1995,0
2296,242,7273,6993,1996,0
2297,242,7273,6993,1997,0
2298,242,7273,6993,1998,0
2299,242,7273,6993,1999,0
2300,242,7273,6993,2000,0
2301,242,7273,6993,2001,0
2302,242,7273,6993,2002,0
2303,242,7273,6993,2003,0
2304,242,7273,6993,2004,0
2305,242,7273,6993,2005,0
2306,242,7273,6993,2006,0
2307,242,7273,6993,2007,0
2308,242,7273,6993,2008,0
2309,242,7273,6993,2009,0
2310,242,7273,6993,2010,0
2311,242,7273,6993,2011,0
2312,242,7273,6993,2012,0
2313,242,7273,6993,2013,0
2314,242,7273,6993,2014,0
2315,242,7273,6993,2015,0
2316,242,7273,6993,2016,0
2317,242,7273,6993,2017,0
2318,242,7273,6993,2018,0
2319,242,7273,6993,2019,0
2320,242,7273,6993,2020,0
2321,242,7273,6993,2021,0
2322,246,7273,6993,1990,0
2323,246,7273,6993,1991,0
2324,246,7273,6993,1992,0
2325,246,7273,6993,1993,0
2326,246,7273,6993,1994,0
2327,246,7273,6993,1995,0
2328,246,7273,6993,1996,0
2329,246,7273,6993,1997,0
2330,246,7273,6993,1998,0
2331,246,7273,6993,1999,0
2332,246,7273,6993,2000,0
2333,246,7273,6993,2001,0
2334,246,7273,6993,2002,0
2335,246,7273,6993,2003,0
2336,246,7273,6993,2004,0
2337,246,7273,6993,2005,0
2338,246,7273,6993,2006,0
2339,246,7273,6993,2007,0
2340,246,7273,6993,2008,0
2341,246,7273,6993,2009,0
2342,246,7273,6993,2010,0
2343,246,7273,6993,2011,0
2344,246,7273,6993,2012,0
2345,246,7273,6993,2013,0
2346,246,7273,6993,2014,0
2347,246,7273,6993,2015,0
2348,246,7273,6993,2016,0
2349,246,7273,6993,2017,0
2350,246,7273,6993,2018,0
2351,246,7273,6993,2019,0
2352,246,7273,6993,2020,0
2353,246,7273,6993,2021,0
2354,250,7273,6993,1990,0
2355,250,7273,6993,1991,0
2356,250,7273,6993,1992,0
2357,250,7273,6993,1993,0
2358,250,7273,6993,1994,0
2359,250,7273,6993,1995,0
2360,250,7273,6993,1996,0
2361,250,7273,6993,1997,0
2362,250,7273,6993,1998,0
2363,250,7273,6993,1999,0
2364,250,7273,6993,2000,0
2365,250,7273,6993,2001,0
2366,250,7273,6993,2002,0
2367,250,7273,6993,2003,0
2368,250,7273,6993,2004,0
2369,250,7273,6993,2005,0
2370,250,7273,6993,2006,0
2371,250,7273,6993,2007,0
2372,250,7273,6993,2008,0
2373,250,7273,6993,2009,0
2374,250,7273,6993,2010,0
2375,250,7273,6993,2011,0
2376,250,7273,6993,2012,0
2377,250,7273,6993,2013,0
2378,250,7273,6993,2014,0
2379,250,7273,6993,2015,0
2380,250,7273,6993,2016,0
2381,250,7273,6993,2017,0
2382,250,7273,6993,2018,0
2383,250,7273,6993,2019,0
2384,250,7273,6993,2020,0
2385,250,7273,6993,2021,0
2386,254,7273,6993,1990,0
2387,254,7273,6993,1991,0
2388,254,7273,6993,1992,0
2389,254,7273,6993,1993,0
2390,254,7273,6993,1994,0
2391,254,7273,6993,1995,0
2392,254,7273,6993,1996,0
2393,254,7273,6993,1997,0
2394,254,7273,6993,1998,0
2395,254,7273,6993,1999,0
2396,254,7273,6993,2000,0
2397,254,7273,6993,2001,0
2398,254,7273,6993,2002,0
2399,254,7273,6993,2003,0
2400,254,7273,6993,2004,0
2401,254,7273,6993,2005,0
2402,254,7273,6993,2006,0
2403,254,7273,6993,2007,0
2404,254,7273,6993,2008,0
2405,254,7273,6993,2009,0
2406,254,7273,6993,2010,0
2407,254,7273,6993,2011,0
2408,254,7273,6993,2012,0
2409,254,7273,6993,2013,0
2410,254,7273,6993,2014,0
2411,254,7273,6993,2015,0
2412,254,7273,6993,2016,0
2413,254,7273,6993,2017,0
2414,254,7273,6993,2018,0
2415,254,7273,6993,2019,0
2416,254,7273,6993,2020,0
2417,254,7273,6993,2021,0
2418,258,7273,6993,1990,0
2419,258,7273,6993,1991,0
2420,258,7273,6993,1992,0
2421,258,7273,6993,1993,0
2422,258,7273,6993,1994,0
2423,258,7273,6993,1995,0
2424,258,7273,6993,1996,0
2425,258,7273,6993,1997,0
2426,258,7273,6993,1998,0
2427,258,7273,6993,1999,0
2428,258,7273,6993,2000,0
2429,258,7273,6993,2001,0
2430,258,7273,6993,2002,0
2431,258,7273,6993,2003,0
2432,258,7273,6993,2004,0
2433,258,7273,6993,2005,0
2434,258,7273,6993,2006,0
2435,258,7273,6993,2007,0
2436,258,7273,6993,2008,0
2437,258,7273,6993,2009,0
2438,258,7273,6993,2010,0
2439,258,7273,6993,2011,0
2440,258,7273,6993,2012,0
2441,258,7273,6993,2013,0
2442,258,7273,6993,2014,0
2443,258,7273,6993,2015,0
2444,258,7273,6993,2016,0
2445,258,7273,6993,2017,0
2446,258,7273,6993,2018,0
2447,258,7273,6993,2019,0
2448,258,7273,6993,2020,0
2449,258,7273,6993,2021,0
2450,266,7273,6993,1990,0
2451,266,7273,6993,1991,0
2452,266,7273,6993,1992,0
2453,266,7273,6993,1993,0
2454,266,7273,6993,1994,0
2455,266,7273,6993,1995,0
2456,266,7273,6993,1996,0
2457,266,7273,6993,1997,0
2458,266,7273,6993,1998,0
2459,266,7273,6993,1999,0
2460,266,7273,6993,2000,0
2461,266,7273,6993,2001,0
2462,266,7273,6993,2002,0
2463,266,7273,6993,2003,0
2464,266,7273,6993,2004,0
2465,266,7273,6993,2005,0
2466,266,7273,6993,2006,0
2467,266,7273,6993,2007,0
2468,266,7273,6993,2008,0
2469,266,7273,6993,2009,0
2470,266,7273,6993,2010,0
2471,266,7273,6993,2011,0
2472,266,7273,6993,2012,0
2473,266,7273,6993,2013,0
2474,266,7273,6993,2014,0
2475,266,7273,6993,2015,0
2476,266,7273,6993,2016,0
2477,266,7273,6993,2017,0
2478,266,7273,6993,2018,0
2479,266,7273,6993,2019,0
2480,266,7273,6993,2020,0
2481,266,7273,6993,2021,0
2482,270,7273,6993,1990,0
2483,270,7273,6993,1991,0
2484,270,7273,6993,1992,0
2485,270,7273,6993,1993,0
2486,270,7273,6993,1994,0
2487,270,7273,6993,1995,0
2488,270,7273,6993,1996,0
2489,270,7273,6993,1997,0
2490,270,7273,6993,1998,0
2491,270,7273,6993,1999,0
2492,270,7273,6993,2000,0
2493,270,7273,6993,2001,0
2494,270,7273,6993,2002,0
2495,270,7273,6993,2003,0
2496,270,7273,6993,2004,0
2497,270,7273,6993,2005,0
2498,270,7273,6993,2006,0
2499,270,7273,6993,2007,0
2500,270,7273,6993,2008,0
2501,270,7273,6993,2009,0
2502,270,7273,6993,2010,0
2503,270,7273,6993,2011,0
2504,270,7273,6993,2012,0
2505,270,7273,6993,2013,0
2506,270,7273,6993,2014,0
2507,270,7273,6993,2015,0
2508,270,7273,6993,2016,0
2509,270,7273,6993,2017,0
2510,270,7273,6993,2018,0
2511,270,7273,6993,2019,0
2512,270,7273,6993,2020,0
2513,270,7273,6993,2021,0
2514,268,7273,6993,1992,0
2515,268,7273,6993,1993,0
2516,268,7273,6993,1994,0
2517,268,7273,6993,1995,0
2518,268,7273,6993,1996,0
2519,268,7273,6993,1997,0
2520,268,7273,6993,1998,0
2521,268,7273,6993,1999,0
2522,268,7273,6993,2000,0
2523,268,7273,6993,2001,0
2524,268,7273,6993,2002,0
2525,268,7273,6993,2003,0
2526,268,7273,6993,2004,0
2527,268,7273,6993,2005,0
2528,268,7273,6993,2006,0
2529,268,7273,6993,2007,0
2530,268,7273,6993,2008,0
2531,268,7273,6993,2009,0
2532,268,7273,6993,2010,0
2533,268,7273,6993,2011,0
2534,268,7273,6993,2012,0
2535,268,7273,6993,2013,0
2536,268,7273,6993,2014,0
2537,268,7273,6993,2015,0
2538,268,7273,6993,2016,0
2539,268,7273,6993,2017,0
2540,268,7273,6993,2018,0
2541,268,7273,6993,2019,0
2542,268,7273,6993,2020,0
2543,268,7273,6993,2021,0
2544,276,7273,6993,1990,0
2545,276,7273,6993,1991,0
2546,276,7273,6993,1992,0
2547,276,7273,6993,1993,0
2548,276,7273,6993,1994,0
2549,276,7273,6993,1995,0
2550,276,7273,6993,1996,0
2551,276,7273,6993,1997,0
2552,276,7273,6993,1998,0
2553,276,7273,6993,1999,0
2554,276,7273,6993,2000,0
2555,276,7273,6993,2001,0
2556,276,7273,6993,2002,0
2557,276,7273,6993,2003,0
2558,276,7273,6993,2004,0
2559,276,7273,6993,2005,0
2560,276,7273,6993,2006,0
2561,276,7273,6993,2007,0
2562,276,7273,6993,2008,0
2563,276,7273,6993,2009,0
2564,276,7273,6993,2010,0
2565,276,7273,6993,2011,0
2566,276,7273,6993,2012,0
2567,276,7273,6993,2013,0
2568,276,7273,6993,2014,0
2569,276,7273,6993,2015,0
2570,276,7273,6993,2016,0
2571,276,7273,6993,2017,0
2572,276,7273,6993,2018,0
2573,276,7273,6993,2019,0
2574,276,7273,6993,2020,0
2575,276,7273,6993,2021,0
2576,288,7273,6993,1990,0
2577,288,7273,6993,1991,0
2578,288,7273,6993,1992,0
2579,288,7273,6993,1993,0
2580,288,7273,6993,1994,0
2581,288,7273,6993,1995,0
2582,288,7273,6993,1996,0
2583,288,7273,6993,1997,0
2584,288,7273,6993,1998,0
2585,288,7273,6993,1999,0
2586,288,7273,6993,2000,0
2587,288,7273,6993,2001,0
2588,288,7273,6993,2002,0
2589,288,7273,6993,2003,0
2590,288,7273,6993,2004,0
2591,288,7273,6993,2005,0
2592,288,7273,6993,2006,0
2593,288,7273,6993,2007,0
2594,288,7273,6993,2008,0
2595,288,7273,6993,2009,0
2596,288,7273,6993,2010,0
2597,288,7273,6993,2011,0
2598,288,7273,6993,2012,0
2599,288,7273,6993,2013,0
2600,288,7273,6993,2014,0
2601,288,7273,6993,2015,0
2602,288,7273,6993,2016,0
2603,288,7273,6993,2017,0
2604,288,7273,6993,2018,0
2605,288,7273,6993,2019,0
2606,288,7273,6993,2020,0
2607,288,7273,6993,2021,0
2608,292,7273,6993,1990,0
2609,292,7273,6993,1991,0
2610,292,7273,6993,1992,0
2611,292,7273,6993,1993,0
2612,292,7273,6993,1994,0
2613,292,7273,6993,1995,0
2614,292,7273,6993,1996,0
2615,292,7273,6993,1997,0
2616,292,7273,6993,1998,0
2617,292,7273,6993,1999,0
2618,292,7273,6993,2000,0
2619,292,7273,6993,2001,0
2620,292,7273,6993,2002,0
2621,292,7273,6993,2003,0
2622,292,7273,6993,2004,0
2623,292,7273,6993,2005,0
2624,292,7273,6993,2006,0
2625,292,7273,6993,2007,0
2626,292,7273,6993,2008,0
2627,292,7273,6993,2009,0
2628,292,7273,6993,2010,0
2629,292,7273,6993,2011,0
2630,292,7273,6993,2012,0
2631,292,7273,6993,2013,0
2632,292,7273,6993,2014,0
2633,292,7273,6993,2015,0
2634,292,7273,6993,2016,0
2635,292,7273,6993,2017,0
2636,292,7273,6993,2018,0
2637,292,7273,6993,2019,0
2638,292,7273,6993,2020,0
2639,292,7273,6993,2021,0
2640,300,7273,6993,1990,0
2641,300,7273,6993,1991,0
2642,300,7273,6993,1992,0
2643,300,7273,6993,1993,0
2644,300,7273,6993,1994,0
2645,300,7273,6993,1995,0
2646,300,7273,6993,1996,0
2647,300,7273,6993,1997,0
2648,300,7273,6993,1998,0
2649,300,7273,6993,1999,0
2650,300,7273,6993,2000,0
2651,300,7273,6993,2001,0
2652,300,7273,6993,2002,0
2653,300,7273,6993,2003,0
2654,300,7273,6993,2004,0
2655,300,7273,6993,2005,0
2656,300,7273,6993,2006,0
2657,300,7273,6993,2007,0
2658,300,7273,6993,2008,0
2659,300,7273,6993,2009,0
2660,300,7273,6993,2010,0
2661,300,7273,6993,2011,0
2662,300,7273,6993,2012,0
2663,300,7273,6993,2013,0
2664,300,7273,6993,2014,0
2665,300,7273,6993,2015,0
2666,300,7273,6993,2016,0
2667,300,7273,6993,2017,0
2668,300,7273,6993,2018,0
2669,300,7273,6993,2019,0
2670,300,7273,6993,2020,0
2671,300,7273,6993,2021,0
2672,304,7273,6993,1990,0
2673,304,7273,6993,1991,0
2674,304,7273,6993,1992,0
2675,304,7273,6993,1993,0
2676,304,7273,6993,1994,0
2677,304,7273,6993,1995,0
2678,304,7273,6993,1996,0
2679,304,7273,6993,1997,0
2680,304,7273,6993,1998,0
2681,304,7273,6993,1999,0
2682,304,7273,6993,2000,0
2683,304,7273,6993,2001,0
2684,304,7273,6993,2002,0
2685,304,7273,6993,2003,0
2686,304,7273,6993,2004,0
2687,304,7273,6993,2005,0
2688,304,7273,6993,2006,0
2689,304,7273,6993,2007,0
2690,304,7273,6993,2008,0
2691,304,7273,6993,2009,0
2692,304,7273,6993,2010,0
2693,304,7273,6993,2011,0
2694,304,7273,6993,2012,0
2695,304,7273,6993,2013,0
2696,304,7273,6993,2014,0
2697,304,7273,6993,2015,0
2698,304,7273,6993,2016,0
2699,304,7273,6993,2017,0
2700,304,7273,6993,2018,0
2701,304,7273,6993,2019,0
2702,304,7273,6993,2020,0
2703,304,7273,6993,2021,0
2704,308,7273,6993,1990,0
2705,308,7273,6993,1991,0
2706,308,7273,6993,1992,0
2707,308,7273,6993,1993,0
2708,308,7273,6993,1994,0
2709,308,7273,6993,1995,0
2710,308,7273,6993,1996,0
2711,308,7273,6993,1997,0
2712,308,7273,6993,1998,0
2713,308,7273,6993,1999,0
2714,308,7273,6993,2000,0
2715,308,7273,6993,2001,0
2716,308,7273,6993,2002,0
2717,308,7273,6993,2003,0
2718,308,7273,6993,2004,0
2719,308,7273,6993,2005,0
2720,308,7273,6993,2006,0
2721,308,7273,6993,2007,0
2722,308,7273,6993,2008,0
2723,308,7273,6993,2009,0
2724,308,7273,6993,2010,0
2725,308,7273,6993,2011,0
2726,308,7273,6993,2012,0
2727,308,7273,6993,2013,0
2728,308,7273,6993,2014,0
2729,308,7273,6993,2015,0
2730,308,7273,6993,2016,0
2731,308,7273,6993,2017,0
2732,308,7273,6993,2018,0
2733,308,7273,6993,2019,0
2734,308,7273,6993,2020,0
2735,308,7273,6993,2021,0
2736,312,7273,6993,1990,0
2737,312,7273,6993,1991,0
2738,312,7273,6993,1992,0
2739,312,7273,6993,1993,0
2740,312,7273,6993,1994,0
2741,312,7273,6993,1995,0
2742,312,7273,6993,1996,0
2743,312,7273,6993,1997,0
2744,312,7273,6993,1998,0
2745,312,7273,6993,1999,0
2746,312,7273,6993,2000,0
2747,312,7273,6993,2001,0
2748,312,7273,6993,2002,0
2749,312,7273,6993,2003,0
2750,312,7273,6993,2004,0
2751,312,7273,6993,2005,0
2752,312,7273,6993,2006,0
2753,312,7273,6993,2007,0
2754,312,7273,6993,2008,0
2755,312,7273,6993,2009,0
2756,312,7273,6993,2010,0
2757,312,7273,6993,2011,0
2758,312,7273,6993,2012,0
2759,312,7273,6993,2013,0
2760,312,7273,6993,2014,0
