co2id,countryid,elementid,itemid,fireyear,co2amount
275,32,7273,6993,2008,0
276,32,7273,6993,2009,0
277,32,7273,6993,2010,0
278,32,7273,6993,2011,0
279,32,7273,6993,2012,0
280,32,7273,6993,2013,0
281,32,7273,6993,2014,0
282,32,7273,6993,2015,0
283,32,7273,6993,2016,0
284,32,7273,6993,2017,0
285,32,7273,6993,2018,0
286,32,7273,6993,2019,0
287,32,7273,6993,2020,0
288,32,7273,6993,2021,0
289,51,7273,6993,1992,0
290,51,7273,6993,1993,0
291,51,7273,6993,1994,0
292,51,7273,6993,1995,0
293,51,7273,6993,1996,0
294,51,7273,6993,1997,0
295,51,7273,6993,1998,0
296,51,7273,6993,1999,0
297,51,7273,6993,2000,0
298,51,7273,6993,2001,0
299,51,7273,6993,2002,0
300,51,7273,6993,2003,0
301,51,7273,6993,2004,0
302,51,7273,6993,2005,0
303,51,7273,6993,2006,0
304,51,7273,6993,2007,0
305,51,7273,6993,2008,0
306,51,7273,6993,2009,0
307,51,7273,6993,2010,0
308,51,7273,6993,2011,0
309,51,7273,6993,2012,0
310,51,7273,6993,2013,0
311,51,7273,6993,2014,0
312,51,7273,6993,2015,0
313,51,7273,6993,2016,0
314,51,7273,6993,2017,0
315,51,7273,6993,2018,0
316,51,7273,6993,2019,0
317,51,7273,6993,2020,0
318,51,7273,6993,2021,0
319,533,7273,6993,1990,0
320,533,7273,6993,1991,0
321,533,7273,6993,1992,0
322,533,7273,6993,1993,0
323,533,7273,6993,1994,0
324,533,7273,6993,1995,0
325,533,7273,6993,1996,0
326,533,7273,6993,1997,0
327,533,7273,6993,1998,0
328,533,7273,6993,1999,0
329,533,7273,6993,2000,0
330,533,7273,6993,2001,0
331,533,7273,6993,2002,0
332,533,7273,6993,2003,0
333,533,7273,6993,2004,0
334,533,7273,6993,2005,0
335,533,7273,6993,2006,0
336,533,7273,6993,2007,0
337,533,7273,6993,2008,0
338,533,7273,6993,2009,0
339,533,7273,6993,2010,0
340,533,7273,6993,2011,0
341,533,7273,6993,2012,0
342,533,7273,6993,2013,0
343,533,7273,6993,2014,0
344,533,7273,6993,2015,0
345,533,7273,6993,2016,0
346,533,7273,6993,2017,0
347,533,7273,6993,2018,0
348,533,7273,6993,2019,0
349,533,7273,6993,2020,0
350,533,7273,6993,2021,0
351,36,7273,6993,1990,0
352,36,7273,6993,1991,0
353,36,7273,6993,1992,0
354,36,7273,6993,1993,0
355,36,7273,6993,1994,0
356,36,7273,6993,1995,0
357,36,7273,6993,1996,0
358,36,7273,6993,1997,0
359,36,7273,6993,1998,0
360,36,7273,6993,1999,0
361,36,7273,6993,2000,0
362,36,7273,6993,2001,0
363,36,7273,6993,2002,0
364,36,7273,6993,2003,0
365,36,7273,6993,2004,0
366,36,7273,6993,2005,0
367,36,7273,6993,2006,0
368,36,7273,6993,2007,0
369,36,7273,6993,2008,0
370,36,7273,6993,2009,0
371,36,7273,6993,2010,0
372,36,7273,6993,2011,0
373,36,7273,6993,2012,0
374,36,7273,6993,2013,0
375,36,7273,6993,2014,0
376,36,7273,6993,2015,0
377,36,7273,6993,2016,0
378,36,7273,6993,2017,0
379,36,7273,6993,2018,0
380,36,7273,6993,2019,0
381,36,7273,6993,2020,0
382,36,7273,6993,2021,0
383,40,7273,6993,1990,0
384,40,7273,6993,1991,0
385,40,7273,6993,1992,0
386,40,7273,6993,1993,0
387,40,7273,6993,1994,0
388,40,7273,6993,1995,0
389,40,7273,6993,1996,0
390,40,7273,6993,1997,0
391,40,7273,6993,1998,0
392,40,7273,6993,1999,0
393,40,7273,6993,2000,0
394,40,7273,6993,2001,0
395,40,7273,6993,2002,0
396,40,7273,6993,2003,0
397,40,7273,6993,2004,0
398,40,7273,6993,2005,0
399,40,7273,6993,2006,0
400,40,7273,6993,2007,0
401,40,7273,6993,2008,0
402,40,7273,6993,2009,0
403,40,7273,6993,2010,0
404,40,7273,6993,2011,0
405,40,7273,6993,2012,0
406,40,7273,6993,2013,0
407,40,7273,6993,2014,0
408,40,7273,6993,2015,0
409,40,7273,6993,2016,0
410,40,7273,6993,2017,0
411,40,7273,6993,2018,0
412,40,7273,6993,2019,0
413,40,7273,6993,2020,0
414,40,7273,6993,2021,0
415,31,7273,6993,1992,0
416,31,7273,6993,1993,0
417,31,7273,6993,1994,0
418,31,7273,6993,1995,0
419,31,7273,6993,1996,0
420,31,7273,6993,1997,0
421,31,7273,6993,1998,0
422,31,7273,6993,1999,0
423,31,7273,6993,2000,0
424,31,7273,6993,2001,0
425,31,7273,6993,2002,0
426,31,7273,6993,2003,0
427,31,7273,6993,2004,0
428,31,7273,6993,2005,0
429,31,7273,6993,2006,0
430,31,7273,6993,2007,0
431,31,7273,6993,2008,0
432,31,7273,6993,2009,0
433,31,7273,6993,2010,0
434,31,7273,6993,2011,0
435,31,7273,6993,2012,0
436,31,7273,6993,2013,0
437,31,7273,6993,2014,0
438,31,7273,6993,2015,0
439,31,7273,6993,2016,0
440,31,7273,6993,2017,0
441,31,7273,6993,2018,0
442,31,7273,6993,2019,0
443,31,7273,6993,2020,0
444,31,7273,6993,2021,0
445,44,7273,6993,1990,0
446,44,7273,6993,1991,0
447,44,7273,6993,1992,0
448,44,7273,6993,1993,0
449,44,7273,6993,1994,0
450,44,7273,6993,1995,0
451,44,7273,6993,1996,0
452,44,7273,6993,1997,0
453,44,7273,6993,1998,0
454,44,7273,6993,1999,0
455,44,7273,6993,2000,0
456,44,7273,6993,2001,0
457,44,7273,6993,2002,0
458,44,7273,6993,2003,0
459,44,7273,6993,2004,0
460,44,7273,6993,2005,0
461,44,7273,6993,2006,0
462,44,7273,6993,2007,0
463,44,7273,6993,2008,0
464,44,7273,6993,2009,0
465,44,7273,6993,2010,0
466,44,7273,6993,2011,0
467,44,7273,6993,2012,0
468,44,7273,6993,2013,0
469,44,7273,6993,2014,0
470,44,7273,6993,2015,0
471,44,7273,6993,2016,0
472,44,7273,6993,2017,0
473,44,7273,6993,2018,0
474,44,7273,6993,2019,0
475,44,7273,6993,2020,0
476,44,7273,6993,2021,0
477,48,7273,6993,1990,0
478,48,7273,6993,1991,0
479,48,7273,6993,1992,0
480,48,7273,6993,1993,0
481,48,7273,6993,1994,0
482,48,7273,6993,1995,0
483,48,7273,6993,1996,0
484,48,7273,6993,1997,0
485,48,7273,6993,1998,0
486,48,7273,6993,1999,0
487,48,7273,6993,2000,0
488,48,7273,6993,2001,0
489,48,7273,6993,2002,0
490,48,7273,6993,2003,0
491,48,7273,6993,2004,0
492,48,7273,6993,2005,0
493,48,7273,6993,2006,0
494,48,7273,6993,2007,0
495,48,7273,6993,2008,0
496,48,7273,6993,2009,0
497,48,7273,6993,2010,0
498,48,7273,6993,2011,0
499,48,7273,6993,2012,0
500,48,7273,6993,2013,0
501,48,7273,6993,2014,0
502,48,7273,6993,2015,0
503,48,7273,6993,2016,0
504,48,7273,6993,2017,0
505,48,7273,6993,2018,0
506,48,7273,6993,2019,0
507,48,7273,6993,2020,0
508,48,7273,6993,2021,0
509,50,7273,6993,1990,0
510,50,7273,6993,1991,0
511,50,7273,6993,1992,0
512,50,7273,6993,1993,0
513,50,7273,6993,1994,0
514,50,7273,6993,1995,0
515,50,7273,6993,1996,0
516,50,7273,6993,1997,0
517,50,7273,6993,1998,0
518,50,7273,6993,1999,0
519,50,7273,6993,2000,0
520,50,7273,6993,2001,0
521,50,7273,6993,2002,0
522,50,7273,6993,2003,0
523,50,7273,6993,2004,0
524,50,7273,6993,2005,0
525,50,7273,6993,2006,0
526,50,7273,6993,2007,0
527,50,7273,6993,2008,0
528,50,7273,6993,2009,0
529,50,7273,6993,2010,0
530,50,7273,6993,2011,0
531,50,7273,6993,2012,0
532,50,7273,6993,2013,0
533,50,7273,6993,2014,0
534,50,7273,6993,2015,0
535,50,7273,6993,2016,0
536,50,7273,6993,2017,0
537,50,7273,6993,2018,0
538,50,7273,6993,2019,0
539,50,7273,6993,2020,0
540,50,7273,6993,2021,0
541,52,7273,6993,1990,0
542,52,7273,6993,1991,0
543,52,7273,6993,1992,0
544,52,7273,6993,1993,0
545,52,7273,6993,1994,0
546,52,7273,6993,1995,0
547,52,7273,6993,1996,0
548,52,7273,6993,1997,0
549,52,7273,6993,1998,0
550,52,7273,6993,1999,0
551,52,7273,6993,2000,0
552,52,7273,6993,2001,0
553,52,7273,6993,2002,0
554,52,7273,6993,2003,0
555,52,7273,6993,2004,0
556,52,7273,6993,2005,0
557,52,7273,6993,2006,0
558,52,7273,6993,2007,0
559,52,7273,6993,2008,0
560,52,7273,6993,2009,0
561,52,7273,6993,2010,0
562,52,7273,6993,2011,0
563,52,7273,6993,2012,0
564,52,7273,6993,2013,0
565,52,7273,6993,2014,0
566,52,7273,6993,2015,0
567,52,7273,6993,2016,0
568,52,7273,6993,2017,0
569,52,7273,6993,2018,0
570,52,7273,6993,2019,0
571,52,7273,6993,2020,0
572,52,7273,6993,2021,0
573,112,7273,6993,1992,0
574,112,7273,6993,1993,0
575,112,7273,6993,1994,0
576,112,7273,6993,1995,0
577,112,7273,6993,1996,0
578,112,7273,6993,1997,0
579,112,7273,6993,1998,0
580,112,7273,6993,1999,0
581,112,7273,6993,2000,0
582,112,7273,6993,2001,0
583,112,7273,6993,2002,0
584,112,7273,6993,2003,0
585,112,7273,6993,2004,0
586,112,7273,6993,2005,0
587,112,7273,6993,2006,0
588,112,7273,6993,2007,0
589,112,7273,6993,2008,0
590,112,7273,6993,2009,0
591,112,7273,6993,2010,0
592,112,7273,6993,2011,0
593,112,7273,6993,2012,0
594,112,7273,6993,2013,0
595,112,7273,6993,2014,0
596,112,7273,6993,2015,0
597,112,7273,6993,2016,0
598,112,7273,6993,2017,0
599,112,7273,6993,2018,0
600,112,7273,6993,2019,0
601,112,7273,6993,2020,0
602,112,7273,6993,2021,0
603,56,7273,6993,2000,0
604,56,7273,6993,2001,0
605,56,7273,6993,2002,0
606,56,7273,6993,2003,0
607,56,7273,6993,2004,0
608,56,7273,6993,2005,0
609,56,7273,6993,2006,0
610,56,7273,6993,2007,0
611,56,7273,6993,2008,0
612,56,7273,6993,2009,0
613,56,7273,6993,2010,0
614,56,7273,6993,2011,0
615,56,7273,6993,2012,0
616,56,7273,6993,2013,0
617,56,7273,6993,2014,0
618,56,7273,6993,2015,0
619,56,7273,6993,2016,0
620,56,7273,6993,2017,0
621,56,7273,6993,2018,0
622,56,7273,6993,2019,0
623,56,7273,6993,2020,0
624,56,7273,6993,2021,0
625,58,7273,6993,1990,0
626,58,7273,6993,1991,0
627,58,7273,6993,1992,0
628,58,7273,6993,1993,0
629,58,7273,6993,1994,0
630,58,7273,6993,1995,0
631,58,7273,6993,1996,0
632,58,7273,6993,1997,0
633,58,7273,6993,1998,0
634,58,7273,6993,1999,0
635,84,7273,6993,1990,0
636,84,7273,6993,1991,0
637,84,7273,6993,1992,0
638,84,7273,6993,1993,0
639,84,7273,6993,1994,0
640,84,7273,6993,1995,0
641,84,7273,6993,1996,0
642,84,7273,6993,1997,0
643,84,7273,6993,1998,0
644,84,7273,6993,1999,0
645,84,7273,6993,2000,0
646,84,7273,6993,2001,0
647,84,7273,6993,2002,0
648,84,7273,6993,2003,0
649,84,7273,6993,2004,0
650,84,7273,6993,2005,0
651,84,7273,6993,2006,0
652,84,7273,6993,2007,0
653,84,7273,6993,2008,0
654,84,7273,6993,2009,0
655,84,7273,6993,2010,0
656,84,7273,6993,2011,0
657,84,7273,6993,2012,0
658,84,7273,6993,2013,0
659,84,7273,6993,2014,0
660,84,7273,6993,2015,0
661,84,7273,6993,2016,0
662,84,7273,6993,2017,0
663,84,7273,6993,2018,0
664,84,7273,6993,2019,0
665,84,7273,6993,2020,0
666,84,7273,6993,2021,0
667,204,7273,6993,1990,0
668,204,7273,6993,1991,0
669,204,7273,6993,1992,0
670,204,7273,6993,1993,0
671,204,7273,6993,1994,0
672,204,7273,6993,1995,0
673,204,7273,6993,1996,0
674,204,7273,6993,1997,0
675,204,7273,6993,1998,0
676,204,7273,6993,1999,0
677,204,7273,6993,2000,0
678,204,7273,6993,2001,0
679,204,7273,6993,2002,0
680,204,7273,6993,2003,0
681,204,7273,6993,2004,0
682,204,7273,6993,2005,0
683,204,7273,6993,2006,0
684,204,7273,6993,2007,0
685,204,7273,6993,2008,0
686,204,7273,6993,2009,0
687,204,7273,6993,2010,0
688,204,7273,6993,2011,0
689,204,7273,6993,2012,0
690,204,7273,6993,2013,0
691,204,7273,6993,2014,0
692,204,7273,6993,2015,0
693,204,7273,6993,2016,0
694,204,7273,6993,2017,0
695,204,7273,6993,2018,0
696,204,7273,6993,2019,0
697,204,7273,6993,2020,0
698,204,7273,6993,2021,0
699,60,7273,6993,1990,0
700,60,7273,6993,1991,0
701,60,7273,6993,1992,0
702,60,7273,6993,1993,0
703,60,7273,6993,1994,0
704,60,7273,6993,1995,0
705,60,7273,6993,1996,0
706,60,7273,6993,1997,0
707,60,7273,6993,1998,0
708,60,7273,6993,1999,0
709,60,7273,6993,2000,0
710,60,7273,6993,2001,0
711,60,7273,6993,2002,0
712,60,7273,6993,2003,0
713,60,7273,6993,2004,0
714,60,7273,6993,2005,0
715,60,7273,6993,2006,0
716,60,7273,6993,2007,0
717,60,7273,6993,2008,0
718,60,7273,6993,2009,0
719,60,7273,6993,2010,0
720,60,7273,6993,2011,0
721,60,7273,6993,2012,0
722,60,7273,6993,2013,0
723,60,7273,6993,2014,0
724,60,7273,6993,2015,0
725,60,7273,6993,2016,0
726,60,7273,6993,2017,0
727,60,7273,6993,2018,0
728,60,7273,6993,2019,0
729,60,7273,6993,2020,0
730,60,7273,6993,2021,0
731,64,7273,6993,1990,0
732,64,7273,6993,1991,0
733,64,7273,6993,1992,0
734,64,7273,6993,1993,0
735,64,7273,6993,1994,0
736,64,7273,6993,1995,0
737,64,7273,6993,1996,0
738,64,7273,6993,1997,0
739,64,7273,6993,1998,0
740,64,7273,6993,1999,0
741,64,7273,6993,2000,0
742,64,7273,6993,2001,0
743,64,7273,6993,2002,0
744,64,7273,6993,2003,0
745,64,7273,6993,2004,0
746,64,7273,6993,2005,0
747,64,7273,6993,2006,0
748,64,7273,6993,2007,0
749,64,7273,6993,2008,0
750,64,7273,6993,2009,0
751,64,7273,6993,2010,0
752,64,7273,6993,2011,0
753,64,7273,6993,2012,0
754,64,7273,6993,2013,0
755,64,7273,6993,2014,0
756,64,7273,6993,2015,0
757,64,7273,6993,2016,0
758,64,7273,6993,2017,0
759,64,7273,6993,2018,0
760,64,7273,6993,2019,0
761,64,7273,6993,2020,0
762,64,7273,6993,2021,0
763,68,7273,6993,1990,0
764,68,7273,6993,1991,0
765,68,7273,6993,1992,0
766,68,7273,6993,1993,0
767,68,7273,6993,1994,0
768,68,7273,6993,1995,0
769,68,7273,6993,1996,0
770,68,7273,6993,1997,0
771,68,7273,6993,1998,0
772,68,7273,6993,1999,0
773,68,7273,6993,2000,0
774,68,7273,6993,2001,0
775,68,7273,6993,2002,0
776,68,7273,6993,2003,0
777,68,7273,6993,2004,0
778,68,7273,6993,2005,0
779,68,7273,6993,2006,0
780,68,7273,6993,2007,0
781,68,7273,6993,2008,0
782,68,7273,6993,2009,0
783,68,7273,6993,2010,0
784,68,7273,6993,2011,0
785,68,7273,6993,2012,0
786,68,7273,6993,2013,0
787,68,7273,6993,2014,0
788,68,7273,6993,2015,0
789,68,7273,6993,2016,0
790,68,7273,6993,2017,0
791,68,7273,6993,2018,0
792,68,7273,6993,2019,0
793,68,7273,6993,2020,0
794,68,7273,6993,2021,0
795,70,7273,6993,1992,0
796,70,7273,6993,1993,0
797,70,7273,6993,1994,0
798,70,7273,6993,1995,0
799,70,7273,6993,1996,0
800,70,7273,6993,1997,0
801,70,7273,6993,1998,0
802,70,7273,6993,1999,0
803,70,7273,6993,2000,0
804,70,7273,6993,2001,0
805,70,7273,6993,2002,0
806,70,7273,6993,2003,0
807,70,7273,6993,2004,0
808,70,7273,6993,2005,0
809,70,7273,6993,2006,0
810,70,7273,6993,2007,0
811,70,7273,6993,2008,0
812,70,7273,6993,2009,0
813,70,7273,6993,2010,0
814,70,7273,6993,2011,0
815,70,7273,6993,2012,0
816,70,7273,6993,2013,0
817,70,7273,6993,2014,0
818,70,7273,6993,2015,0
819,70,7273,6993,2016,0
820,70,7273,6993,2017,0
821,70,7273,6993,2018,0
822,70,7273,6993,2019,0
823,70,7273,6993,2020,0
824,70,7273,6993,2021,0
825,72,7273,6993,1990,0
826,72,7273,6993,1991,0
827,72,7273,6993,1992,0
828,72,7273,6993,1993,0
829,72,7273,6993,1994,0
830,72,7273,6993,1995,0
831,72,7273,6993,1996,0
832,72,7273,6993,1997,0
833,72,7273,6993,1998,0
834,72,7273,6993,1999,0
835,72,7273,6993,2000,0
836,72,7273,6993,2001,0
837,72,7273,6993,2002,0
838,72,7273,6993,2003,0
839,72,7273,6993,2004,0
840,72,7273,6993,2005,0
841,72,7273,6993,2006,0
842,72,7273,6993,2007,0
843,72,7273,6993,2008,0
844,72,7273,6993,2009,0
845,72,7273,6993,2010,0
846,72,7273,6993,2011,0
847,72,7273,6993,2012,0
848,72,7273,6993,2013,0
849,72,7273,6993,2014,0
850,72,7273,6993,2015,0
851,72,7273,6993,2016,0
852,72,7273,6993,2017,0
853,72,7273,6993,2018,0
854,72,7273,6993,2019,0
855,72,7273,6993,2020,0
856,72,7273,6993,2021,0
857,76,7273,6993,1990,0
858,76,7273,6993,1991,0
859,76,7273,6993,1992,0
860,76,7273,6993,1993,0
861,76,7273,6993,1994,0
862,76,7273,6993,1995,0
863,76,7273,6993,1996,0
864,76,7273,6993,1997,0
865,76,7273,6993,1998,0
866,76,7273,6993,1999,0
867,76,7273,6993,2000,0
868,76,7273,6993,2001,0
869,76,7273,6993,2002,0
870,76,7273,6993,2003,0
871,76,7273,6993,2004,0
872,76,7273,6993,2005,0
873,76,7273,6993,2006,0
874,76,7273,6993,2007,0
875,76,7273,6993,2008,0
876,76,7273,6993,2009,0
877,76,7273,6993,2010,0
878,76,7273,6993,2011,0
879,76,7273,6993,2012,0
880,76,7273,6993,2013,0
881,76,7273,6993,2014,0
882,76,7273,6993,2015,0
883,76,7273,6993,2016,0
884,76,7273,6993,2017,0
885,76,7273,6993,2018,0
886,76,7273,6993,2019,0
887,76,7273,6993,2020,0
888,76,7273,6993,2021,0
889,92,7273,6993,1990,0
890,92,7273,6993,1991,0
891,92,7273,6993,1992,0
892,92,7273,6993,1993,0
893,92,7273,6993,1994,0
894,92,7273,6993,1995,0
895,92,7273,6993,1996,0
896,92,7273,6993,1997,0
897,92,7273,6993,1998,0
898,92,7273,6993,1999,0
899,92,7273,6993,2000,0
900,92,7273,6993,2001,0
901,92,7273,6993,2002,0
902,92,7273,6993,2003,0
903,92,7273,6993,2004,0
904,92,7273,6993,2005,0
905,92,7273,6993,2006,0
906,92,7273,6993,2007,0
907,92,7273,6993,2008,0
908,92,7273,6993,2009,0
909,92,7273,6993,2010,0
910,92,7273,6993,2011,0
911,92,7273,6993,2012,0
912,92,7273,6993,2013,0
913,92,7273,6993,2014,0
914,92,7273,6993,2015,0
915,92,7273,6993,2016,0
916,92,7273,6993,2017,0
917,92,7273,6993,2018,0
918,92,7273,6993,2019,0
919,92,7273,6993,2020,0
920,92,7273,6993,2021,0
921,96,7273,6993,1990,155.155
922,96,7273,6993,1991,155.155
923,96,7273,6993,1992,155.155
924,96,7273,6993,1993,155.155
925,96,7273,6993,1994,155.155
